,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0002401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024119,2024124,2024181,2024223,2024223,2024,89,8785,3343,3343,0,3917,0.0101,33094,57.6,0.38,1.4,-99,-99,-99,-99,-99,0,0,426,384,114,271,7,70,32,1,40,-99,102,4,15,80,97,85,0.117,-99,-99,-99,-99,-99,-99,-99,-99,0,12787,12787,0,0,110384,110382,1075,0.0,30.9,33.2,77.4,-99,11.7,12.6,29.4,-99,219.6,86.4,83.6,32.9,99,20.8,11.3,18.3,16.2,420.5,284.6,264.6,-99,-99,2024-08-10
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0012401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024119,2024124,2024181,2024228,2024228,2024,89,8962,3166,3166,0,3741,0.0096,33099,57.6,0.353,1.4,-99,-99,-99,-99,-99,0,0,455,384,110,275,17,59,62,1,40,-99,109,2,11,81,104,93,0.096,-99,-99,-99,-99,-99,-99,-99,-99,0,12787,12787,0,0,110359,110358,1100,0.0,28.6,33.9,81.8,-99,10.1,12.0,28.9,-99,224.0,82.2,79.2,29.0,104,20.2,10.7,17.1,16.1,420.5,313.4,264.6,-99,-99,2024-08-15
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0022401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024119,2024124,2024181,2024225,2024225,2024,89,8573,3343,3343,0,3918,0.0101,33097,57.6,0.39,1.4,-99,-99,-99,-99,-99,0,0,412,374,115,260,12,71,21,1,40,-99,89,4,19,72,85,73,0.097,-99,-99,-99,-99,-99,-99,-99,-99,0,12796,12796,0,0,110480,110478,979,0.0,31.7,33.6,74.7,-99,12.3,13.1,29.1,-99,214.3,96.0,83.6,37.4,101,20.4,10.9,18.4,16.2,420.5,270.7,254.8,-99,-99,2024-08-12
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0032401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024119,2024124,2024181,2024230,2024230,2024,89,9027,3343,3343,0,3918,0.0101,33101,57.6,0.37,1.4,-99,-99,-99,-99,-99,0,0,527,400,118,282,24,98,73,1,40,-99,106,4,9,79,102,90,0.101,-99,-99,-99,-99,-99,-99,-99,-99,0,12789,12788,0,0,110387,110385,1072,0.0,23.4,32.2,76.6,-99,8.7,11.9,28.4,-99,225.7,84.8,83.6,31.4,106,19.7,10.4,18.3,16.1,420.5,385.7,280.1,-99,-99,2024-08-17
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0042401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024119,2024124,2024181,2024224,2024224,2024,89,6238,3343,3343,0,3917,0.0101,33096,57.6,0.536,1.4,-99,-99,-99,-99,-99,0,0,336,341,79,262,1,47,14,1,40,-99,72,1,32,64,68,56,0.094,-99,-99,-99,-99,-99,-99,-99,-99,0,12804,12804,0,0,110555,110553,904,0.0,32.1,28.1,78.7,-99,17.2,15.1,42.2,-99,156.0,86.3,83.6,46.2,100,20.9,11.3,19.0,16.2,420.5,194.5,221.6,-99,-99,2024-08-11
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0052401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024119,2024124,2024181,2024229,2024229,2024,89,9061,3085,3085,0,3659,0.0093,33099,57.6,0.34,1.4,-99,-99,-99,-99,-99,0,0,420,379,109,270,3,47,58,1,40,-99,107,1,15,81,102,90,0.103,-99,-99,-99,-99,-99,-99,-99,-99,0,12787,12787,0,0,110351,110349,1108,0.0,32.6,34.9,82.9,-99,11.1,11.9,28.2,-99,226.5,85.0,77.1,28.9,105,20.3,10.6,17.1,16.1,420.5,278.2,259.7,-99,-99,2024-08-16
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0062401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024119,2024124,2024181,2024224,2024224,2024,89,6642,3343,3343,0,3917,0.0101,33095,57.6,0.503,1.4,-99,-99,-99,-99,-99,0,0,359,352,88,264,1,47,26,1,40,-99,95,1,17,72,91,79,0.094,-99,-99,-99,-99,-99,-99,-99,-99,0,12796,12796,0,0,110461,110459,998,0.0,30.5,28.6,75.9,-99,15.4,14.4,38.2,-99,166.1,69.7,83.6,35.1,100,20.8,11.1,18.8,16.2,420.5,217.7,232.2,-99,-99,2024-08-11
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0072401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024119,2024124,2024181,2024229,2024229,2024,89,6607,3243,3243,0,3818,0.0098,33101,57.6,0.491,1.4,-99,-99,-99,-99,-99,0,0,361,360,91,269,1,47,20,1,40,-99,94,1,18,72,90,78,0.095,-99,-99,-99,-99,-99,-99,-99,-99,0,12796,12796,0,0,110463,110461,996,0.0,30.1,27.4,72.6,-99,14.8,13.5,35.7,-99,165.2,70.4,81.1,34.5,105,19.9,10.5,17.3,16.1,420.5,219.7,240.9,-99,-99,2024-08-16
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0082401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024119,2024124,2024181,2024227,2024227,2024,89,9061,3102,3102,0,3677,0.0094,33097,57.6,0.342,1.4,-99,-99,-99,-99,-99,0,0,549,392,111,281,26,132,65,1,40,-99,107,12,9,86,102,90,0.097,-99,-99,-99,-99,-99,-99,-99,-99,0,12782,12781,0,0,110313,110311,1146,0.0,22.3,33.3,81.9,-99,7.6,11.4,28.0,-99,226.5,84.7,77.6,29.0,103,20.5,10.8,17.6,16.1,420.5,407.1,272.3,-99,-99,2024-08-14
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0092401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024119,2024124,2024181,2024223,2024223,2024,89,8821,3343,3343,0,3918,0.0101,33096,57.6,0.379,1.4,-99,-99,-99,-99,-99,0,0,491,384,113,271,22,97,55,1,40,-99,106,7,10,82,101,90,0.093,-99,-99,-99,-99,-99,-99,-99,-99,0,12786,12786,0,0,110362,110361,1096,0.0,25.2,33.4,78.4,-99,9.6,12.6,29.7,-99,220.5,83.3,83.6,31.6,99,20.7,11.2,18.1,16.2,420.5,349.5,264.5,-99,-99,2024-08-10
