,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0002401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024109,2024116,2024176,2024220,2024220,2024,89,9983,3868,3868,0,4672,0.0101,38302,60.2,0.388,2.0,-99,-99,-99,-99,-99,0,0,420,385,141,244,7,62,32,1,40,-99,109,2,9,80,104,90,0.089,-99,-99,-99,-99,-99,-99,-99,-99,0,12788,12788,0,0,110420,110418,1041,0.0,35.3,35.4,70.8,-99,13.7,13.7,27.5,-99,249.6,91.4,96.7,35.4,104,20.3,10.5,18.2,16.1,420.5,282.6,282.0,-99,-99,2024-08-07
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0012401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024109,2024116,2024176,2024224,2024224,2024,89,9414,3673,3673,0,4477,0.0096,38308,60.3,0.39,2.0,-99,-99,-99,-99,-99,0,0,449,382,132,250,17,53,64,1,40,-99,111,1,8,79,106,91,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12789,12789,0,0,110426,110424,1035,0.0,30.2,33.7,71.4,-99,11.8,13.2,27.9,-99,235.3,85.1,91.8,33.2,108,19.8,10.1,17.3,16.1,420.5,312.0,279.2,-99,-99,2024-08-11
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0022401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024109,2024116,2024176,2024221,2024221,2024,89,10106,3869,3869,0,4672,0.0101,38306,60.3,0.383,2.0,-99,-99,-99,-99,-99,0,0,409,379,142,238,12,64,19,1,40,-99,100,2,10,72,94,80,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12796,12796,0,0,110506,110504,955,0.0,37.2,36.5,71.3,-99,14.2,14.0,27.3,-99,252.6,101.4,96.7,38.8,105,19.9,10.2,18.4,16.1,420.5,272.0,276.8,-99,-99,2024-08-08
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0032401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024109,2024116,2024176,2024225,2024225,2024,89,10125,3861,3861,0,4664,0.0101,38310,60.3,0.381,2.0,-99,-99,-99,-99,-99,0,0,492,395,139,256,20,47,96,1,40,-99,107,1,10,77,101,87,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12792,12791,0,0,110451,110448,1011,0.0,28.6,34.6,72.9,-99,10.9,13.2,27.8,-99,253.1,95.0,96.5,36.2,109,19.5,9.8,18.6,16.1,420.5,354.6,292.4,-99,-99,2024-08-12
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0042401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024109,2024116,2024176,2024220,2024220,2024,89,7419,3812,3812,0,4616,0.01,38304,60.2,0.514,2.0,-99,-99,-99,-99,-99,0,0,334,335,97,238,1,47,18,1,40,-99,74,1,28,62,69,55,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12807,12806,0,0,110616,110614,845,0.0,37.6,31.9,76.5,-99,19.3,16.4,39.3,-99,185.5,100.3,95.3,51.5,104,20.4,10.5,19.0,16.1,420.5,197.4,232.5,-99,-99,2024-08-07
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0052401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024109,2024116,2024176,2024225,2024225,2024,89,10122,3639,3639,0,4442,0.0095,38308,60.3,0.359,2.0,-99,-99,-99,-99,-99,0,0,405,379,134,245,3,47,42,1,40,-99,112,1,9,81,107,93,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12787,12787,0,0,110395,110393,1066,0.0,37.8,36.6,75.3,-99,13.6,13.1,27.1,-99,253.1,90.1,91.0,32.4,109,19.9,10.0,17.2,16.1,420.5,268.0,276.8,-99,-99,2024-08-12
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0062401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024109,2024116,2024176,2024220,2024220,2024,89,7809,3860,3860,0,4663,0.0101,38303,60.2,0.494,2.0,-99,-99,-99,-99,-99,0,0,358,350,106,244,1,47,27,1,40,-99,97,1,14,70,92,78,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12798,12798,0,0,110521,110518,940,0.0,35.3,31.6,73.6,-99,17.4,15.6,36.4,-99,195.2,80.5,96.5,39.8,104,20.3,10.3,18.9,16.1,420.5,221.4,246.9,-99,-99,2024-08-07
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0072401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024109,2024116,2024176,2024225,2024225,2024,89,7488,3784,3784,0,4587,0.0099,38311,60.3,0.505,2.0,-99,-99,-99,-99,-99,0,0,354,356,107,249,1,47,17,1,40,-99,95,1,16,71,90,75,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12797,12797,0,0,110510,110508,951,0.0,34.5,29.6,69.8,-99,17.4,14.9,35.3,-99,187.2,79.2,94.6,40.0,109,19.6,9.9,17.4,16.1,420.5,217.2,253.3,-99,-99,2024-08-12
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0082401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024109,2024116,2024176,2024223,2024223,2024,89,10074,3604,3604,0,4408,0.0094,38306,60.3,0.358,2.0,-99,-99,-99,-99,-99,0,0,538,388,136,252,26,125,65,1,40,-99,114,5,6,83,109,94,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12785,12785,0,0,110377,110375,1084,0.0,25.1,35.3,73.9,-99,9.0,12.6,26.5,-99,251.8,88.4,90.1,31.6,107,20.1,10.1,17.7,16.1,420.5,401.3,285.3,-99,-99,2024-08-10
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0092401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024109,2024116,2024176,2024220,2024220,2024,89,9552,3869,3869,0,4672,0.0101,38305,60.2,0.405,2.0,-99,-99,-99,-99,-99,0,0,490,387,139,248,21,88,60,1,40,-99,112,3,6,80,107,93,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12788,12788,0,0,110412,110410,1049,0.0,27.0,33.6,68.7,-99,11.0,13.6,27.8,-99,238.8,85.0,96.7,34.4,104,20.2,10.5,18.2,16.1,420.5,353.2,284.5,-99,-99,2024-08-07
