,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0002401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024111,2024116,2024177,2024220,2024220,2024,89,10377,3792,3792,0,4506,0.0101,37549,56.7,0.365,2.2,-99,-99,-99,-99,-99,0,0,420,386,148,238,7,63,30,1,40,-99,109,2,9,80,104,89,0.091,-99,-99,-99,-99,-99,-99,-99,-99,0,12788,12788,0,0,110418,110415,1044,0.0,36.7,36.6,70.1,-99,13.4,13.4,25.6,-99,259.4,95.0,94.8,34.7,104,20.3,10.5,18.2,16.1,420.5,282.6,283.2,-99,-99,2024-08-07
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0012401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024111,2024116,2024177,2024225,2024225,2024,89,10025,3673,3673,0,4386,0.0098,37556,56.7,0.366,2.2,-99,-99,-99,-99,-99,0,0,450,384,139,244,17,53,63,1,40,-99,112,1,8,80,107,92,0.089,-99,-99,-99,-99,-99,-99,-99,-99,0,12788,12788,0,0,110410,110408,1051,0.0,32.0,35.7,71.9,-99,11.7,13.1,26.4,-99,250.6,89.2,91.8,32.7,109,19.9,10.2,17.2,16.1,420.5,313.5,280.9,-99,-99,2024-08-12
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0022401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024111,2024116,2024177,2024222,2024222,2024,89,10418,3793,3793,0,4506,0.0101,37554,56.7,0.364,2.2,-99,-99,-99,-99,-99,0,0,409,382,149,233,12,65,16,1,40,-99,100,2,10,72,94,80,0.09,-99,-99,-99,-99,-99,-99,-99,-99,0,12796,12796,0,0,110503,110500,959,0.0,38.3,37.3,70.1,-99,13.9,13.6,25.5,-99,260.5,104.4,94.8,38.0,106,20.0,10.3,18.4,16.1,420.5,272.0,279.2,-99,-99,2024-08-09
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0032401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024111,2024116,2024177,2024225,2024225,2024,89,10472,3747,3747,0,4460,0.01,37558,56.7,0.358,2.2,-99,-99,-99,-99,-99,0,0,492,395,145,250,20,47,96,1,40,-99,107,1,10,77,102,87,0.09,-99,-99,-99,-99,-99,-99,-99,-99,0,12791,12791,0,0,110448,110446,1013,0.0,29.5,35.8,72.1,-99,10.6,12.8,25.8,-99,261.8,97.9,93.7,35.0,109,19.5,9.8,18.6,16.1,420.5,354.6,292.4,-99,-99,2024-08-12
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0042401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024111,2024116,2024177,2024220,2024220,2024,89,7555,3699,3699,0,4412,0.0099,37551,56.7,0.49,2.2,-99,-99,-99,-99,-99,0,0,334,335,100,235,1,47,18,1,40,-99,75,1,28,62,70,55,0.091,-99,-99,-99,-99,-99,-99,-99,-99,0,12806,12806,0,0,110611,110608,850,0.0,38.3,32.5,75.4,-99,18.7,15.9,36.9,-99,188.9,100.8,92.5,49.4,104,20.4,10.5,19.0,16.1,420.5,197.4,232.2,-99,-99,2024-08-07
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0052401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024111,2024116,2024177,2024225,2024225,2024,89,10613,3529,3529,0,4242,0.0094,37556,56.7,0.332,2.2,-99,-99,-99,-99,-99,0,0,405,380,142,238,3,47,42,1,40,-99,113,1,9,82,107,93,0.09,-99,-99,-99,-99,-99,-99,-99,-99,0,12786,12786,0,0,110392,110389,1070,0.0,39.6,38.3,74.8,-99,13.2,12.7,24.9,-99,265.3,94.0,88.2,31.3,109,19.9,10.0,17.2,16.1,420.5,268.0,277.4,-99,-99,2024-08-12
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0062401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024111,2024116,2024177,2024220,2024220,2024,89,7933,3746,3746,0,4459,0.01,37551,56.7,0.472,2.2,-99,-99,-99,-99,-99,0,0,358,350,110,239,1,47,27,1,40,-99,97,1,13,70,92,78,0.089,-99,-99,-99,-99,-99,-99,-99,-99,0,12798,12798,0,0,110518,110516,943,0.0,35.8,32.1,72.1,-99,16.9,15.2,34.0,-99,198.3,81.4,93.6,38.4,104,20.3,10.3,18.9,16.1,420.5,221.4,246.8,-99,-99,2024-08-07
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0072401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024111,2024116,2024177,2024225,2024225,2024,89,7652,3671,3671,0,4384,0.0098,37559,56.7,0.48,2.2,-99,-99,-99,-99,-99,0,0,354,357,113,244,1,47,16,1,40,-99,95,1,16,72,90,75,0.09,-99,-99,-99,-99,-99,-99,-99,-99,0,12796,12796,0,0,110505,110503,956,0.0,35.2,30.1,67.8,-99,16.9,14.5,32.5,-99,191.3,80.5,91.8,38.6,109,19.6,9.9,17.4,16.1,420.5,217.2,253.9,-99,-99,2024-08-12
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0082401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024111,2024116,2024177,2024224,2024224,2024,89,10520,3630,3630,0,4343,0.0097,37554,56.7,0.345,2.2,-99,-99,-99,-99,-99,0,0,538,390,143,246,26,126,63,1,40,-99,115,5,5,85,110,95,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12783,12783,0,0,110362,110360,1099,0.0,26.2,36.6,73.4,-99,9.0,12.6,25.3,-99,263.0,91.2,90.7,31.5,108,20.2,10.2,17.6,16.1,420.5,401.3,287.1,-99,-99,2024-08-11
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0092401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024111,2024116,2024177,2024220,2024220,2024,89,9950,3793,3793,0,4506,0.0101,37552,56.7,0.381,2.2,-99,-99,-99,-99,-99,0,0,490,388,146,241,21,87,60,1,40,-99,113,3,6,81,107,93,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12787,12787,0,0,110409,110406,1052,0.0,28.2,34.9,68.0,-99,10.7,13.3,25.9,-99,248.7,88.3,94.8,33.7,104,20.2,10.5,18.2,16.1,420.5,353.2,285.2,-99,-99,2024-08-07
