,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0002401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024107,2024115,2024173,2024218,2024218,2024,89,8950,3391,3391,0,3894,0.0101,33571,59.9,0.379,1.2,-99,-99,-99,-99,-99,0,0,420,374,112,263,7,62,42,1,40,-99,105,2,11,78,100,89,0.09,-99,-99,-99,-99,-99,-99,-99,-99,0,12790,12790,0,0,110437,110435,1023,0.0,31.0,32.7,80.1,-99,11.7,12.4,30.3,-99,223.8,85.4,84.8,32.3,103,20.1,10.4,18.1,16.1,420.5,289.0,273.5,-99,-99,2024-08-05
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0012401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024107,2024115,2024173,2024221,2024221,2024,89,8680,3236,3236,0,3740,0.0096,33572,59.9,0.373,1.2,-99,-99,-99,-99,-99,0,0,444,371,106,265,17,50,73,1,40,-99,104,1,11,75,100,88,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12793,12793,0,0,110465,110463,994,0.0,27.7,32.1,82.0,-99,10.3,12.0,30.6,-99,217.0,83.4,80.9,31.1,106,19.7,9.9,17.2,16.1,420.5,313.6,270.2,-99,-99,2024-08-08
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0022401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024107,2024115,2024173,2024219,2024219,2024,89,9029,3391,3391,0,3894,0.0101,33571,59.9,0.376,1.2,-99,-99,-99,-99,-99,0,0,409,367,113,255,12,64,32,1,40,-99,97,2,12,71,93,81,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12797,12796,0,0,110506,110504,953,0.0,32.4,33.9,80.1,-99,12.2,12.7,30.1,-99,225.7,92.9,84.8,34.9,104,19.8,10.1,18.3,16.1,420.5,278.4,266.4,-99,-99,2024-08-06
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0032401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024107,2024115,2024173,2024221,2024221,2024,89,9238,3355,3355,0,3859,0.01,33573,59.9,0.363,1.2,-99,-99,-99,-99,-99,0,0,420,383,115,268,3,47,53,1,40,-99,99,1,15,73,94,83,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12795,12795,0,0,110481,110479,978,0.0,31.9,32.8,80.3,-99,11.6,11.9,29.1,-99,231.0,93.7,83.9,34.0,106,19.4,9.7,18.7,16.1,420.5,289.4,281.8,-99,-99,2024-08-08
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0042401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024107,2024115,2024173,2024217,2024217,2024,89,6920,3304,3304,0,3808,0.0098,33571,59.9,0.477,1.2,-99,-99,-99,-99,-99,0,0,321,330,84,246,1,47,9,1,40,-99,69,1,30,60,65,54,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12808,12808,0,0,110625,110622,834,0.0,36.3,30.2,82.3,-99,17.4,14.4,39.3,-99,173.0,100.1,82.6,47.8,102,20.1,10.2,19.2,16.1,420.5,190.4,228.8,-99,-99,2024-08-04
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0052401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024107,2024115,2024173,2024222,2024222,2024,89,9069,3186,3186,0,3690,0.0095,33572,59.9,0.351,1.2,-99,-99,-99,-99,-99,0,0,404,372,108,264,3,47,49,1,40,-99,107,1,11,78,103,91,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12790,12790,0,0,110419,110417,1041,0.0,33.2,33.5,84.1,-99,11.6,11.8,29.6,-99,226.7,84.4,79.6,29.7,107,19.7,9.8,17.3,16.1,420.5,273.5,270.9,-99,-99,2024-08-09
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0062401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024107,2024115,2024173,2024218,2024218,2024,89,7261,3391,3391,0,3894,0.0101,33571,59.9,0.467,1.2,-99,-99,-99,-99,-99,0,0,358,346,89,258,1,47,30,1,40,-99,91,1,17,67,87,75,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12801,12801,0,0,110542,110540,917,0.0,31.9,29.6,82.0,-99,14.9,13.8,38.3,-99,181.5,79.7,84.8,37.2,103,20.1,10.1,18.7,16.1,420.5,227.8,245.2,-99,-99,2024-08-05
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0072401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024107,2024115,2024173,2024221,2024221,2024,89,6921,3278,3278,0,3782,0.0098,33573,59.9,0.474,1.2,-99,-99,-99,-99,-99,0,0,351,349,89,260,1,47,21,1,40,-99,90,1,19,68,86,74,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12800,12800,0,0,110535,110533,924,0.0,31.3,27.9,78.1,-99,14.8,13.2,37.0,-99,173.0,77.2,82.0,36.6,106,19.5,9.8,17.3,16.1,420.5,220.9,247.6,-99,-99,2024-08-08
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0082401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024107,2024115,2024173,2024220,2024220,2024,89,8869,3199,3199,0,3703,0.0095,33571,59.9,0.361,1.2,-99,-99,-99,-99,-99,0,0,538,377,108,269,26,98,104,1,40,-99,106,5,9,79,102,90,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12789,12789,0,0,110415,110413,1044,0.0,21.8,32.2,82.5,-99,7.8,11.6,29.8,-99,221.7,83.4,80.0,30.1,105,20.0,10.0,17.5,16.1,420.5,407.7,275.7,-99,-99,2024-08-07
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0092401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024107,2024115,2024173,2024217,2024217,2024,89,8759,3391,3391,0,3894,0.0101,33571,59.9,0.387,1.2,-99,-99,-99,-99,-99,0,0,487,373,111,262,21,94,65,1,40,-99,105,4,8,76,101,89,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12792,12792,0,0,110456,110454,1003,0.0,24.6,32.2,78.9,-99,9.5,12.4,30.5,-99,219.0,83.6,84.8,32.3,102,20.0,10.3,18.2,16.1,420.5,356.7,272.4,-99,-99,2024-08-04
