,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0002401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024106,2024113,2024171,2024216,2024216,2024,89,8213,3068,3068,0,3554,0.0101,30381,68.5,0.374,1.0,-99,-99,-99,-99,-99,0,0,420,366,97,270,7,64,48,1,40,-99,99,3,14,76,95,85,0.091,-99,-99,-99,-99,-99,-99,-99,-99,0,12792,12792,0,0,110452,110450,1006,0.0,28.4,30.4,85.0,-99,10.6,11.4,31.8,-99,205.3,82.8,76.7,30.9,103,19.8,10.0,18.0,16.1,420.5,289.0,269.9,-99,-99,2024-08-03
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0012401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024106,2024113,2024171,2024220,2024220,2024,89,7918,2940,2940,0,3425,0.0097,30383,68.5,0.371,1.0,-99,-99,-99,-99,-99,0,0,444,365,92,272,17,48,81,1,40,-99,100,1,14,73,96,86,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12795,12795,0,0,110466,110464,992,0.0,25.2,29.5,85.7,-99,9.4,10.9,31.8,-99,198.0,78.9,73.5,29.3,107,19.4,9.7,17.2,16.1,420.5,313.6,268.7,-99,-99,2024-08-07
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0022401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024106,2024113,2024171,2024217,2024217,2024,89,8220,3069,3069,0,3554,0.0101,30382,68.5,0.373,1.0,-99,-99,-99,-99,-99,0,0,409,359,98,261,12,66,38,1,40,-99,93,3,15,71,90,79,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12797,12797,0,0,110505,110503,953,0.0,29.5,31.3,84.1,-99,11.0,11.7,31.4,-99,205.5,88.0,76.7,32.8,104,19.5,9.8,18.2,16.1,420.5,278.4,263.0,-99,-99,2024-08-04
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0032401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024106,2024113,2024171,2024220,2024220,2024,89,8607,3069,3069,0,3554,0.0101,30384,68.5,0.357,1.0,-99,-99,-99,-99,-99,0,0,399,375,102,273,2,48,40,1,40,-99,97,1,16,73,93,83,0.089,-99,-99,-99,-99,-99,-99,-99,-99,0,12795,12795,0,0,110478,110476,980,0.0,32.1,30.9,84.4,-99,11.5,11.0,30.1,-99,215.2,88.5,76.7,31.6,107,19.3,9.5,18.7,16.1,420.5,268.0,278.8,-99,-99,2024-08-07
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0042401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024106,2024113,2024171,2024216,2024216,2024,89,6481,3025,3025,0,3511,0.01,30381,68.5,0.467,1.0,-99,-99,-99,-99,-99,0,0,318,327,77,250,1,48,8,1,40,-99,67,1,32,60,64,54,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12808,12807,0,0,110615,110613,843,0.0,34.6,28.1,83.9,-99,16.1,13.1,39.1,-99,162.0,96.4,75.6,45.0,103,19.9,9.9,19.0,16.1,420.5,187.5,230.7,-99,-99,2024-08-03
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0052401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024106,2024113,2024171,2024221,2024221,2024,89,8217,2943,2943,0,3429,0.0097,30383,68.5,0.358,1.0,-99,-99,-99,-99,-99,0,0,404,367,94,273,3,48,52,1,40,-99,103,1,15,77,98,88,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12791,12791,0,0,110423,110421,1035,0.0,30.0,30.3,87.2,-99,10.8,10.9,31.2,-99,205.4,79.9,73.6,28.6,108,19.5,9.6,17.1,16.1,420.5,273.5,271.1,-99,-99,2024-08-08
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0062401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024106,2024113,2024171,2024217,2024217,2024,89,6698,3068,3068,0,3554,0.0101,30381,68.5,0.458,1.0,-99,-99,-99,-99,-99,0,0,358,343,79,264,1,48,32,1,40,-99,85,1,22,66,81,71,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12802,12802,0,0,110547,110545,911,0.0,29.4,27.1,84.7,-99,13.5,12.4,38.8,-99,167.5,78.6,76.7,36.0,104,19.8,9.8,18.7,16.1,420.5,227.8,247.1,-99,-99,2024-08-04
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0072401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024106,2024113,2024171,2024220,2024220,2024,89,6504,2983,2983,0,3469,0.0098,30384,68.5,0.459,1.0,-99,-99,-99,-99,-99,0,0,351,345,80,265,1,48,24,1,40,-99,87,1,20,67,84,74,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12801,12800,0,0,110534,110532,924,0.0,29.4,26.1,81.3,-99,13.5,12.0,37.3,-99,162.6,74.4,74.6,34.1,107,19.2,9.5,17.3,16.1,420.5,220.9,248.9,-99,-99,2024-08-07
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0082401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024106,2024113,2024171,2024219,2024219,2024,89,8005,2923,2923,0,3408,0.0096,30382,68.5,0.365,1.0,-99,-99,-99,-99,-99,0,0,503,372,93,279,20,96,81,1,40,-99,101,6,12,78,97,86,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12790,12790,0,0,110422,110420,1037,0.0,21.5,29.0,85.7,-99,7.8,10.6,31.3,-99,200.1,79.5,73.1,29.0,106,19.7,9.7,17.6,16.1,420.5,372.9,276.0,-99,-99,2024-08-06
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0092401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024106,2024113,2024171,2024216,2024216,2024,89,8234,3069,3069,0,3554,0.0101,30382,68.5,0.373,1.0,-99,-99,-99,-99,-99,0,0,487,367,97,270,21,94,72,1,40,-99,100,5,11,74,96,86,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12794,12794,0,0,110467,110465,991,0.0,23.1,30.5,85.1,-99,8.6,11.4,31.7,-99,205.8,82.2,76.7,30.6,103,19.7,10.0,18.0,16.1,420.5,356.7,270.3,-99,-99,2024-08-03
