,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0002401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024178,2024221,2024221,2024,89,8789,3196,3196,0,3823,0.0101,31647,54.8,0.364,1.4,-99,-99,-99,-99,-99,0,0,426,378,110,268,7,67,40,1,40,-99,100,3,16,79,96,85,0.107,-99,-99,-99,-99,-99,-99,-99,-99,0,12789,12789,0,0,110406,110405,1051,0.0,30.6,33.2,79.9,-99,11.1,12.1,29.0,-99,219.7,87.7,79.9,31.9,102,20.3,10.7,18.2,16.2,420.5,287.5,264.3,-99,-99,2024-08-08
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0012401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024178,2024225,2024225,2024,89,8777,3041,3041,0,3668,0.0096,31651,54.8,0.346,1.4,-99,-99,-99,-99,-99,0,0,450,379,106,274,17,58,64,1,40,-99,106,1,12,78,102,90,0.093,-99,-99,-99,-99,-99,-99,-99,-99,0,12790,12790,0,0,110399,110398,1058,0.0,28.2,33.1,83.2,-99,9.8,11.5,28.8,-99,219.4,82.5,76.0,28.6,106,19.8,10.3,17.2,16.1,420.5,311.7,265.5,-99,-99,2024-08-12
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0022401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024178,2024222,2024222,2024,89,8629,3197,3197,0,3823,0.0101,31650,54.8,0.37,1.4,-99,-99,-99,-99,-99,0,0,409,370,111,259,12,69,24,1,40,-99,91,3,17,72,87,75,0.094,-99,-99,-99,-99,-99,-99,-99,-99,0,12796,12796,0,0,110489,110487,969,0.0,31.9,33.6,77.8,-99,11.8,12.5,28.8,-99,215.7,95.0,79.9,35.2,103,20.0,10.4,18.4,16.1,420.5,270.2,256.5,-99,-99,2024-08-09
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0032401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024178,2024226,2024226,2024,89,9000,3169,3169,0,3795,0.01,31652,54.8,0.352,1.4,-99,-99,-99,-99,-99,0,0,495,390,114,276,20,52,99,1,40,-99,103,1,13,76,99,88,0.094,-99,-99,-99,-99,-99,-99,-99,-99,0,12791,12791,0,0,110425,110423,1033,0.0,25.3,32.5,79.0,-99,8.9,11.5,27.8,-99,225.0,87.2,79.2,30.7,107,19.4,10.0,18.4,16.1,420.5,356.2,276.5,-99,-99,2024-08-13
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0042401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024178,2024221,2024221,2024,89,6357,3143,3143,0,3769,0.0099,31648,54.8,0.494,1.4,-99,-99,-99,-99,-99,0,0,336,336,79,257,1,47,19,1,40,-99,68,1,36,62,64,53,0.092,-99,-99,-99,-99,-99,-99,-99,-99,0,12806,12806,0,0,110587,110585,871,0.0,32.2,28.6,80.4,-99,15.9,14.1,39.7,-99,158.9,93.9,78.6,46.4,102,20.4,10.6,19.1,16.2,420.5,197.4,222.2,-99,-99,2024-08-08
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0052401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024178,2024226,2024226,2024,89,8906,2967,2967,0,3593,0.0094,31651,54.8,0.333,1.4,-99,-99,-99,-99,-99,0,0,405,377,107,270,3,47,45,1,40,-99,104,1,16,80,99,88,0.098,-99,-99,-99,-99,-99,-99,-99,-99,0,12788,12788,0,0,110374,110373,1083,0.0,33.5,33.8,83.2,-99,11.1,11.3,27.7,-99,222.6,85.4,74.2,28.5,107,19.9,10.1,17.3,16.1,420.5,266.2,263.5,-99,-99,2024-08-13
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0062401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024178,2024221,2024221,2024,89,6677,3186,3186,0,3812,0.0101,31648,54.8,0.477,1.4,-99,-99,-99,-99,-99,0,0,358,349,86,264,1,47,28,1,40,-99,92,1,19,70,88,76,0.092,-99,-99,-99,-99,-99,-99,-99,-99,0,12798,12798,0,0,110493,110492,964,0.0,30.4,28.3,78.0,-99,14.5,13.5,37.2,-99,166.9,72.8,79.7,34.8,102,20.3,10.5,18.9,16.2,420.5,219.6,235.6,-99,-99,2024-08-08
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0072401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024178,2024226,2024226,2024,89,6589,3098,3098,0,3725,0.0098,31653,54.8,0.47,1.4,-99,-99,-99,-99,-99,0,0,354,354,88,267,1,47,18,1,40,-99,92,1,19,71,88,77,0.093,-99,-99,-99,-99,-99,-99,-99,-99,0,12797,12797,0,0,110484,110483,973,0.0,30.6,27.4,75.0,-99,14.4,12.9,35.3,-99,164.7,71.5,77.5,33.6,107,19.5,10.0,17.4,16.1,420.5,215.4,240.8,-99,-99,2024-08-13
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0082401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024178,2024224,2024224,2024,89,8829,3005,3005,0,3631,0.0095,31650,54.8,0.34,1.4,-99,-99,-99,-99,-99,0,0,538,385,106,278,26,131,63,1,40,-99,104,11,9,83,99,88,0.093,-99,-99,-99,-99,-99,-99,-99,-99,0,12785,12785,0,0,110355,110353,1103,0.0,22.1,32.6,83.0,-99,7.5,11.1,28.2,-99,220.7,85.0,75.1,28.9,105,20.2,10.3,17.6,16.1,420.5,399.5,271.2,-99,-99,2024-08-11
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0092401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024178,2024221,2024221,2024,89,8775,3197,3197,0,3823,0.0101,31649,54.8,0.364,1.4,-99,-99,-99,-99,-99,0,0,490,381,110,272,21,96,58,1,40,-99,105,6,10,80,101,90,0.091,-99,-99,-99,-99,-99,-99,-99,-99,0,12788,12788,0,0,110390,110389,1067,0.0,25.0,32.8,79.9,-99,9.1,11.9,29.1,-99,219.4,83.5,79.9,30.4,102,20.3,10.7,18.2,16.2,420.5,351.4,267.9,-99,-99,2024-08-08
