,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0002401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024110,2024116,2024177,2024220,2024220,2024,89,10046,3850,3850,0,4533,0.0101,38115,57.5,0.383,2.0,-99,-99,-99,-99,-99,0,0,420,385,141,244,7,62,32,1,40,-99,109,2,9,80,104,89,0.089,-99,-99,-99,-99,-99,-99,-99,-99,0,12788,12788,0,0,110421,110418,1041,0.0,35.5,35.6,71.5,-99,13.6,13.7,27.4,-99,251.1,92.2,96.2,35.3,104,20.3,10.5,18.2,16.1,420.5,282.6,281.8,-99,-99,2024-08-07
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0012401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024110,2024116,2024177,2024225,2024225,2024,89,9617,3737,3737,0,4420,0.0098,38121,57.5,0.389,2.0,-99,-99,-99,-99,-99,0,0,450,384,133,251,17,53,63,1,40,-99,112,1,8,80,107,92,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12789,12788,0,0,110416,110414,1046,0.0,30.7,34.2,72.1,-99,11.9,13.3,28.0,-99,240.4,86.0,93.4,33.4,109,19.9,10.2,17.2,16.1,420.5,313.5,281.2,-99,-99,2024-08-12
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0022401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024110,2024116,2024177,2024222,2024222,2024,89,10154,3850,3850,0,4533,0.0101,38119,57.5,0.379,2.0,-99,-99,-99,-99,-99,0,0,409,381,142,238,12,64,18,1,40,-99,100,2,10,72,94,80,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12796,12796,0,0,110505,110502,956,0.0,37.3,36.5,71.4,-99,14.2,13.9,27.1,-99,253.8,101.9,96.2,38.6,106,20.0,10.3,18.4,16.1,420.5,272.0,277.9,-99,-99,2024-08-09
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0032401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024110,2024116,2024177,2024225,2024225,2024,89,10161,3811,3811,0,4495,0.01,38123,57.5,0.375,2.0,-99,-99,-99,-99,-99,0,0,492,395,139,256,20,47,96,1,40,-99,107,1,11,76,101,87,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12792,12792,0,0,110451,110449,1010,0.0,28.7,34.7,73.0,-99,10.7,13.0,27.4,-99,254.0,95.2,95.3,35.7,109,19.5,9.8,18.6,16.1,420.5,354.6,292.5,-99,-99,2024-08-12
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0042401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024110,2024116,2024177,2024220,2024220,2024,89,7426,3763,3763,0,4446,0.0099,38117,57.5,0.507,2.0,-99,-99,-99,-99,-99,0,0,334,335,97,238,1,47,18,1,40,-99,74,1,28,61,69,54,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12807,12807,0,0,110617,110615,844,0.0,37.6,31.9,76.6,-99,19.1,16.2,38.8,-99,185.6,100.9,94.1,51.1,104,20.4,10.5,19.0,16.1,420.5,197.4,232.6,-99,-99,2024-08-07
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0052401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024110,2024116,2024177,2024225,2024225,2024,89,10228,3590,3590,0,4273,0.0094,38121,57.5,0.351,2.0,-99,-99,-99,-99,-99,0,0,405,380,135,245,3,47,42,1,40,-99,112,1,9,81,107,92,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12787,12787,0,0,110396,110394,1066,0.0,38.2,36.9,75.8,-99,13.4,13.0,26.6,-99,255.7,91.1,89.7,32.0,109,19.9,10.0,17.2,16.1,420.5,268.0,277.0,-99,-99,2024-08-12
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0062401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024110,2024116,2024177,2024220,2024220,2024,89,7817,3810,3810,0,4493,0.01,38116,57.5,0.487,2.0,-99,-99,-99,-99,-99,0,0,358,350,106,244,1,47,27,1,40,-99,97,1,14,70,92,78,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12798,12798,0,0,110521,110519,939,0.0,35.3,31.7,73.8,-99,17.2,15.4,36.0,-99,195.4,80.7,95.3,39.3,104,20.3,10.3,18.9,16.1,420.5,221.4,246.9,-99,-99,2024-08-07
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0072401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024110,2024116,2024177,2024225,2024225,2024,89,7508,3734,3734,0,4418,0.0098,38123,57.5,0.497,2.0,-99,-99,-99,-99,-99,0,0,354,357,108,249,1,47,16,1,40,-99,94,1,16,71,89,75,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12797,12797,0,0,110512,110510,949,0.0,34.6,29.6,69.5,-99,17.2,14.7,34.5,-99,187.7,79.7,93.4,39.6,109,19.6,9.9,17.4,16.1,420.5,217.2,253.9,-99,-99,2024-08-12
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0082401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024110,2024116,2024177,2024224,2024224,2024,89,10217,3692,3692,0,4376,0.0097,38119,57.5,0.361,2.0,-99,-99,-99,-99,-99,0,0,538,391,137,253,26,125,63,1,40,-99,115,5,5,84,109,95,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12784,12784,0,0,110367,110364,1095,0.0,25.5,35.5,74.4,-99,9.2,12.8,26.9,-99,255.4,89.1,92.3,32.2,108,20.2,10.2,17.6,16.1,420.5,401.3,287.9,-99,-99,2024-08-11
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0092401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024110,2024116,2024177,2024220,2024220,2024,89,9638,3850,3850,0,4533,0.0101,38117,57.5,0.399,2.0,-99,-99,-99,-99,-99,0,0,490,387,139,248,21,89,60,1,40,-99,112,3,6,80,107,92,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12788,12788,0,0,110413,110411,1048,0.0,27.3,33.9,69.3,-99,10.9,13.6,27.7,-99,240.9,86.0,96.2,34.4,104,20.2,10.5,18.2,16.1,420.5,353.2,284.1,-99,-99,2024-08-07
