,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0002401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024179,2024222,2024222,2024,89,8514,3152,3152,0,3693,0.0101,31207,57.2,0.37,1.3,-99,-99,-99,-99,-99,0,0,426,381,107,274,7,68,36,1,40,-99,100,4,17,80,96,85,0.113,-99,-99,-99,-99,-99,-99,-99,-99,0,12788,12788,0,0,110394,110392,1065,0.0,29.9,32.3,79.7,-99,11.1,12.0,29.5,-99,212.8,84.8,78.8,31.4,100,20.7,11.0,18.3,16.2,420.5,284.6,263.3,-99,-99,2024-08-09
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0012401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024179,2024226,2024226,2024,89,8599,2970,2970,0,3511,0.0095,31211,57.2,0.345,1.3,-99,-99,-99,-99,-99,0,0,450,380,103,277,17,59,61,1,40,-99,105,2,13,79,100,89,0.094,-99,-99,-99,-99,-99,-99,-99,-99,0,12789,12789,0,0,110384,110383,1074,0.0,27.8,32.7,83.6,-99,9.6,11.3,28.9,-99,215.0,81.5,74.2,28.2,104,20.1,10.5,17.3,16.1,420.5,308.8,262.9,-99,-99,2024-08-13
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0022401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024179,2024223,2024223,2024,89,8381,3152,3152,0,3693,0.0101,31209,57.2,0.376,1.3,-99,-99,-99,-99,-99,0,0,409,370,108,262,12,70,23,1,40,-99,89,4,19,72,85,74,0.095,-99,-99,-99,-99,-99,-99,-99,-99,0,12796,12796,0,0,110484,110483,974,0.0,31.4,33.2,77.7,-99,11.8,12.5,29.2,-99,209.5,94.3,78.8,35.5,101,20.3,10.7,18.5,16.2,420.5,267.3,252.6,-99,-99,2024-08-10
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0032401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024179,2024227,2024227,2024,89,8844,3087,3087,0,3628,0.0099,31212,57.2,0.349,1.3,-99,-99,-99,-99,-99,0,0,497,391,111,280,20,59,93,1,40,-99,104,2,13,77,99,88,0.095,-99,-99,-99,-99,-99,-99,-99,-99,0,12791,12791,0,0,110412,110411,1046,0.0,24.9,32.3,79.5,-99,8.7,11.3,27.8,-99,221.1,85.2,77.2,29.7,105,19.7,10.2,18.5,16.1,420.5,355.2,273.6,-99,-99,2024-08-14
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0042401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024179,2024222,2024222,2024,89,6192,3123,3123,0,3664,0.01,31208,57.2,0.504,1.3,-99,-99,-99,-99,-99,0,0,336,338,77,261,1,47,17,1,40,-99,69,1,36,62,65,54,0.092,-99,-99,-99,-99,-99,-99,-99,-99,0,12806,12805,0,0,110574,110573,884,0.0,31.8,28.1,80.4,-99,16.1,14.2,40.6,-99,154.8,89.9,78.1,45.4,100,20.8,11.0,19.1,16.2,420.5,194.5,220.7,-99,-99,2024-08-09
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0052401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024179,2024227,2024227,2024,89,8684,2914,2914,0,3454,0.0093,31211,57.2,0.336,1.3,-99,-99,-99,-99,-99,0,0,406,376,103,273,3,47,47,1,40,-99,103,1,17,80,98,87,0.1,-99,-99,-99,-99,-99,-99,-99,-99,0,12788,12788,0,0,110364,110363,1094,0.0,32.9,33.6,84.4,-99,11.0,11.3,28.3,-99,217.1,84.4,72.8,28.3,105,20.3,10.3,17.2,16.1,420.5,264.2,258.2,-99,-99,2024-08-14
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0062401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024179,2024222,2024222,2024,89,6517,3147,3147,0,3688,0.0101,31207,57.2,0.483,1.3,-99,-99,-99,-99,-99,0,0,359,350,84,266,1,47,28,1,40,-99,91,1,20,70,87,76,0.092,-99,-99,-99,-99,-99,-99,-99,-99,0,12798,12798,0,0,110482,110480,976,0.0,29.9,28.0,77.7,-99,14.5,13.5,37.5,-99,162.9,71.4,78.7,34.5,100,20.7,10.8,18.9,16.2,420.5,217.7,232.8,-99,-99,2024-08-09
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0072401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024179,2024227,2024227,2024,89,6471,3047,3047,0,3588,0.0098,31212,57.2,0.471,1.3,-99,-99,-99,-99,-99,0,0,361,356,86,270,1,47,24,1,40,-99,91,1,19,71,88,77,0.094,-99,-99,-99,-99,-99,-99,-99,-99,0,12797,12797,0,0,110477,110475,981,0.0,29.5,27.1,75.1,-99,13.9,12.8,35.4,-99,161.8,70.8,76.2,33.4,105,19.9,10.2,17.4,16.1,420.5,219.7,238.5,-99,-99,2024-08-14
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0082401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024179,2024225,2024225,2024,89,8672,2920,2920,0,3461,0.0094,31209,57.2,0.337,1.3,-99,-99,-99,-99,-99,0,0,542,386,104,282,26,131,65,1,40,-99,102,12,11,84,97,86,0.095,-99,-99,-99,-99,-99,-99,-99,-99,0,12784,12784,0,0,110341,110339,1117,0.0,21.6,32.2,83.3,-99,7.3,10.8,28.0,-99,216.8,84.9,73.0,28.6,103,20.5,10.5,17.7,16.2,420.5,400.9,269.2,-99,-99,2024-08-12
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0092401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024179,2024222,2024222,2024,89,8534,3152,3152,0,3693,0.0101,31208,57.2,0.369,1.3,-99,-99,-99,-99,-99,0,0,490,382,107,275,21,97,56,1,40,-99,104,7,11,81,100,89,0.092,-99,-99,-99,-99,-99,-99,-99,-99,0,12787,12787,0,0,110377,110375,1081,0.0,24.5,32.3,80.1,-99,9.0,11.9,29.6,-99,213.4,82.1,78.8,30.3,100,20.6,11.0,18.3,16.2,420.5,348.5,264.4,-99,-99,2024-08-09
10,11,11,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0102401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024179,2024225,2024225,2024,89,6957,3152,3152,0,3693,0.0101,31210,57.2,0.453,1.3,-99,-99,-99,-99,-99,0,0,332,344,85,260,1,47,6,1,40,-99,72,1,30,64,69,58,0.094,-99,-99,-99,-99,-99,-99,-99,-99,0,12804,12804,0,0,110562,110560,896,0.0,36.6,30.6,82.1,-99,16.6,13.9,37.2,-99,173.9,96.0,78.8,43.5,103,20.0,10.4,18.5,16.2,420.5,190.2,227.2,-99,-99,2024-08-12
11,12,12,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0112401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024179,2024221,2024221,2024,89,8512,3132,3132,0,3673,0.01,31206,57.2,0.368,1.3,-99,-99,-99,-99,-99,0,0,435,378,108,270,15,47,62,1,40,-99,98,1,18,73,94,82,0.092,-99,-99,-99,-99,-99,-99,-99,-99,0,12794,12794,0,0,110455,110454,1003,0.0,29.0,32.7,78.9,-99,10.7,12.0,29.0,-99,212.8,86.9,78.3,32.0,99,20.6,10.9,18.8,16.2,420.5,293.4,260.7,-99,-99,2024-08-08
12,13,13,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0122401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024179,2024221,2024221,2024,89,6414,3152,3152,0,3693,0.0101,31207,57.2,0.491,1.3,-99,-99,-99,-99,-99,0,0,342,343,81,262,1,47,18,1,40,-99,81,1,27,66,77,66,0.092,-99,-99,-99,-99,-99,-99,-99,-99,0,12801,12801,0,0,110520,110518,938,0.0,32.0,28.4,79.2,-99,15.7,13.9,38.9,-99,160.3,79.7,78.8,39.1,99,20.8,11.2,18.5,16.2,420.5,200.5,226.0,-99,-99,2024-08-08
13,14,14,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0132401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024179,2024220,2024220,2024,89,7847,3152,3152,0,3692,0.0101,31206,57.2,0.402,1.3,-99,-99,-99,-99,-99,0,0,438,373,101,273,5,50,76,1,40,-99,106,1,14,79,101,91,0.091,-99,-99,-99,-99,-99,-99,-99,-99,0,12789,12789,0,0,110382,110380,1076,0.0,26.4,30.6,78.0,-99,10.6,12.3,31.3,-99,196.2,74.3,78.8,29.9,98,20.9,11.2,17.5,16.2,420.5,296.7,256.2,-99,-99,2024-08-07
14,15,15,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0142401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024179,2024224,2024224,2024,89,6564,3014,3014,0,3555,0.0097,31208,57.2,0.459,1.3,-99,-99,-99,-99,-99,0,0,400,359,90,269,10,47,52,1,40,-99,95,1,19,72,91,79,0.093,-99,-99,-99,-99,-99,-99,-99,-99,0,12796,12796,0,0,110469,110467,989,0.0,25.4,27.2,73.1,-99,11.6,12.5,33.6,-99,164.1,69.2,75.4,31.8,102,20.4,10.7,18.1,16.2,420.5,258.8,241.5,-99,-99,2024-08-11
