,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CRST,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,W0002401,2024,JP_NRNP06A,43.991,144.118,30,2024001,2024126,2024131,2024188,2024230,2024230,2024,89,7563,3015,3015,0,3593,0.02,15073,21.1,0.399,1.7,-99,-99,-99,-99,-99,0,0,383,386,116,270,1,16,47,1,40,-99,93,0,11,63,88,75,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12806,12805,0,0,110649,110639,822,0.0,30.2,29.4,65.1,-99,12.0,11.7,26.0,-99,189.1,81.3,75.4,32.4,99,21.6,11.5,17.8,16.2,419.6,250.5,257.3,-99,-99,1,2024-08-17
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,W0012401,2024,JP_NRNP06A,43.991,144.118,30,2024001,2024126,2024131,2024188,2024226,2024226,2024,89,7236,3014,3014,0,3593,0.02,15070,21.2,0.417,1.7,-99,-99,-99,-99,-99,0,0,409,371,112,260,5,20,79,1,40,-99,99,0,8,67,95,81,0.08,-99,-99,-99,-99,-99,-99,-99,-99,0,12802,12801,0,0,110603,110594,868,0.0,26.2,29.8,64.9,-99,10.9,12.4,27.0,-99,180.9,72.8,75.4,30.3,95,22.4,12.4,16.8,16.2,419.6,276.4,242.7,-99,-99,1,2024-08-13
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,W0022401,2024,JP_NRNP06A,43.991,144.118,30,2024001,2024126,2024131,2024188,2024228,2024228,2024,89,6921,3014,3014,0,3593,0.02,15071,21.1,0.436,1.7,-99,-99,-99,-99,-99,0,0,348,362,102,260,1,16,36,1,40,-99,86,0,13,58,81,68,0.083,-99,-99,-99,-99,-99,-99,-99,-99,0,12811,12810,0,0,110703,110693,768,0.0,32.0,29.7,68.2,-99,14.0,12.9,29.7,-99,173.0,80.8,75.4,35.2,97,21.9,11.7,17.8,16.2,419.6,216.0,232.9,-99,-99,1,2024-08-15
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,W0032401,2024,JP_NRNP06A,43.991,144.118,30,2024001,2024126,2024131,2024188,2024227,2024227,2024,89,7941,3014,3014,0,3593,0.02,15071,21.1,0.38,1.7,-99,-99,-99,-99,-99,0,0,362,376,113,262,0,16,37,1,40,-99,90,0,13,62,85,72,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12806,12806,0,0,110655,110645,816,0.0,34.5,32.2,70.2,-99,13.1,12.2,26.6,-99,198.5,87.9,75.4,33.4,96,22.2,12.0,17.8,16.2,419.6,229.9,246.9,-99,-99,1,2024-08-14
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,W0042401,2024,JP_NRNP06A,43.991,144.118,30,2024001,2024126,2024131,2024188,2024229,2024229,2024,89,9161,3014,3014,0,3593,0.02,15072,21.1,0.329,1.7,-99,-99,-99,-99,-99,0,0,431,389,125,264,2,50,57,1,40,-99,102,2,6,70,97,84,0.08,-99,-99,-99,-99,-99,-99,-99,-99,0,12799,12798,0,0,110571,110562,900,0.0,30.6,35.2,73.3,-99,10.1,11.6,24.1,-99,229.0,89.6,75.4,29.5,98,21.7,11.8,17.1,16.2,419.6,299.0,260.3,-99,-99,1,2024-08-16
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,W0052401,2024,JP_NRNP06A,43.991,144.118,30,2024001,2024126,2024131,2024188,2024230,2024230,2024,89,9111,3015,3015,0,3593,0.02,15073,21.1,0.331,1.7,-99,-99,-99,-99,-99,0,0,461,389,124,265,11,69,58,1,40,-99,102,2,6,69,96,83,0.081,-99,-99,-99,-99,-99,-99,-99,-99,0,12799,12799,0,0,110576,110567,895,0.0,27.8,35.1,73.5,-99,9.2,11.6,24.3,-99,227.8,89.7,75.4,29.7,99,21.6,11.7,16.8,16.2,419.6,328.2,259.9,-99,-99,1,2024-08-17
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,W0062401,2024,JP_NRNP06A,43.991,144.118,30,2024001,2024126,2024131,2024188,2024225,2024225,2024,89,7898,3014,3014,0,3593,0.02,15070,21.2,0.382,1.7,-99,-99,-99,-99,-99,0,0,377,386,122,264,1,16,41,1,40,-99,96,0,11,66,91,78,0.081,-99,-99,-99,-99,-99,-99,-99,-99,0,12803,12802,0,0,110614,110604,857,0.0,32.3,30.7,64.5,-99,12.3,11.7,24.6,-99,197.5,82.0,75.4,31.3,94,22.4,12.2,17.8,16.2,419.6,244.9,257.5,-99,-99,1,2024-08-12
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,W0072401,2024,JP_NRNP06A,43.991,144.118,30,2024001,2024126,2024131,2024188,2024230,2024230,2024,89,8896,3014,3014,0,3593,0.02,15072,21.1,0.339,1.7,-99,-99,-99,-99,-99,0,0,397,388,124,264,2,16,58,1,40,-99,102,0,6,68,97,84,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12800,12800,0,0,110587,110578,884,0.0,33.6,34.4,72.0,-99,11.4,11.6,24.4,-99,222.4,87.0,75.4,29.5,99,21.5,11.6,16.7,16.2,419.6,264.4,258.8,-99,-99,1,2024-08-17
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,W0082401,2024,JP_NRNP06A,43.991,144.118,30,2024001,2024126,2024131,2024188,2024236,2024236,2024,89,9266,2825,2825,0,3404,0.0187,15074,21.1,0.305,1.7,-99,-99,-99,-99,-99,0,0,359,388,124,264,0,16,22,1,40,-99,95,0,9,64,90,77,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12805,12804,0,0,110638,110629,833,0.0,40.9,35.8,74.7,-99,12.5,10.9,22.8,-99,231.7,97.5,70.6,29.7,105,20.7,10.7,16.9,16.1,419.6,226.6,259.0,-99,-99,1,2024-08-23
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,W0092401,2024,JP_NRNP06A,43.991,144.118,30,2024001,2024126,2024131,2024188,2024231,2024231,2024,89,6809,3015,3015,0,3593,0.02,15073,21.1,0.443,1.7,-99,-99,-99,-99,-99,0,0,474,366,101,265,21,53,99,1,40,-99,87,2,9,57,82,69,0.082,-99,-99,-99,-99,-99,-99,-99,-99,0,12811,12811,0,0,110711,110701,760,0.0,19.9,28.6,67.3,-99,8.8,12.7,29.8,-99,170.2,78.5,75.4,34.8,100,21.4,11.5,17.0,16.2,419.6,341.5,237.7,-99,-99,1,2024-08-18
