,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CRST,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0002401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024116,2024118,2024178,2024221,2024221,2024,89,6549,2677,2677,0,3108,0.0101,26507,44.4,0.409,1.4,-99,-99,-99,-99,-99,0,0,362,352,89,263,1,46,30,1,40,-99,84,0,14,57,81,71,0.073,-99,-99,-99,-99,-99,-99,-99,-99,0,12811,12811,0,0,110725,110724,732,0.0,29.3,27.3,73.2,-99,12.0,11.2,29.9,-99,163.7,77.9,66.9,31.8,103,20.3,10.5,17.2,16.1,419.6,223.7,239.8,-99,-99,1,2024-08-08
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0012401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024116,2024118,2024178,2024221,2024221,2024,89,6213,2677,2677,0,3108,0.0101,26506,44.4,0.431,1.4,-99,-99,-99,-99,-99,0,0,324,336,83,253,0,46,8,1,40,-99,73,0,18,52,69,60,0.074,-99,-99,-99,-99,-99,-99,-99,-99,0,12816,12816,0,0,110785,110784,672,0.0,33.5,27.7,74.9,-99,14.4,12.0,32.3,-99,155.3,85.5,66.9,36.8,103,20.3,10.5,17.4,16.1,419.6,185.5,223.9,-99,-99,1,2024-08-08
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0022401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024116,2024118,2024178,2024222,2024222,2024,89,6698,2677,2677,0,3108,0.0101,26507,44.4,0.4,1.4,-99,-99,-99,-99,-99,0,0,369,352,91,261,3,46,34,1,40,-99,88,0,10,58,85,75,0.073,-99,-99,-99,-99,-99,-99,-99,-99,0,12810,12810,0,0,110716,110715,741,0.0,29.1,27.9,73.7,-99,11.6,11.2,29.4,-99,167.5,76.0,66.9,30.4,104,20.2,10.4,17.1,16.1,419.6,230.2,239.7,-99,-99,1,2024-08-09
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0032401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024116,2024118,2024178,2024220,2024220,2024,89,6594,2677,2677,0,3108,0.0101,26506,44.4,0.406,1.4,-99,-99,-99,-99,-99,0,0,362,353,91,262,0,46,29,1,40,-99,88,0,12,59,84,75,0.072,-99,-99,-99,-99,-99,-99,-99,-99,0,12809,12809,0,0,110704,110702,753,0.0,29.5,27.4,72.5,-99,12.0,11.1,29.5,-99,164.9,75.1,66.9,30.5,102,20.5,10.8,17.0,16.2,419.6,223.5,241.0,-99,-99,1,2024-08-07
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0042401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024116,2024118,2024178,2024222,2024222,2024,89,6433,2677,2677,0,3108,0.0101,26507,44.4,0.416,1.4,-99,-99,-99,-99,-99,0,0,336,341,85,256,0,46,14,1,40,-99,77,0,17,53,73,63,0.074,-99,-99,-99,-99,-99,-99,-99,-99,0,12815,12815,0,0,110771,110769,686,0.0,32.7,28.1,75.9,-99,13.6,11.7,31.6,-99,160.8,84.0,66.9,35.0,104,20.1,10.3,17.4,16.1,419.6,197.0,228.7,-99,-99,1,2024-08-09
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0052401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024116,2024118,2024178,2024221,2024221,2024,89,7233,2677,2677,0,3108,0.0101,26506,44.4,0.37,1.4,-99,-99,-99,-99,-99,0,0,395,358,94,264,5,46,52,1,40,-99,88,0,10,58,85,75,0.073,-99,-99,-99,-99,-99,-99,-99,-99,0,12810,12810,0,0,110720,110719,737,0.0,28.2,29.5,76.8,-99,10.4,10.9,28.4,-99,180.8,81.9,66.9,30.3,103,20.3,10.5,17.5,16.1,419.6,256.4,245.4,-99,-99,1,2024-08-08
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0062401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024116,2024118,2024178,2024220,2024220,2024,89,6871,2677,2677,0,3108,0.0101,26506,44.4,0.39,1.4,-99,-99,-99,-99,-99,0,0,361,350,94,256,3,46,28,1,40,-99,85,0,11,56,82,72,0.073,-99,-99,-99,-99,-99,-99,-99,-99,0,12811,12811,0,0,110732,110730,726,0.0,30.9,28.9,73.3,-99,12.0,11.3,28.6,-99,171.8,80.4,66.9,31.3,102,20.5,10.7,17.6,16.2,419.6,222.2,237.7,-99,-99,1,2024-08-07
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0072401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024116,2024118,2024178,2024220,2024220,2024,89,6141,2677,2677,0,3108,0.0101,26506,44.4,0.436,1.4,-99,-99,-99,-99,-99,0,0,367,342,82,260,1,46,44,1,40,-99,77,0,16,52,74,64,0.073,-99,-99,-99,-99,-99,-99,-99,-99,0,12816,12816,0,0,110777,110775,680,0.0,26.9,26.8,75.3,-99,11.7,11.7,32.8,-99,153.5,79.3,66.9,34.6,102,20.4,10.5,18.1,16.2,419.6,228.1,229.4,-99,-99,1,2024-08-07
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0082401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024116,2024118,2024178,2024219,2024219,2024,89,6577,2677,2677,0,3108,0.0101,26505,44.4,0.407,1.4,-99,-99,-99,-99,-99,0,0,419,355,91,264,5,57,68,1,40,-99,87,1,11,58,83,73,0.071,-99,-99,-99,-99,-99,-99,-99,-99,0,12810,12810,0,0,110719,110718,738,0.0,23.5,27.1,72.4,-99,9.6,11.0,29.5,-99,164.4,75.9,66.9,30.9,101,20.5,10.8,17.5,16.2,419.6,280.0,242.9,-99,-99,1,2024-08-06
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0092401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024116,2024118,2024178,2024219,2024219,2024,89,6688,2677,2677,0,3108,0.0101,26506,44.4,0.4,1.4,-99,-99,-99,-99,-99,0,0,391,356,92,264,1,46,54,1,40,-99,90,0,11,59,86,76,0.071,-99,-99,-99,-99,-99,-99,-99,-99,0,12809,12809,0,0,110702,110701,755,0.0,26.5,27.5,72.5,-99,10.6,11.0,29.0,-99,167.2,74.3,66.9,29.8,101,20.7,10.8,17.4,16.2,419.6,252.0,243.6,-99,-99,1,2024-08-06
