,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0002401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024116,2024118,2024180,2024219,2024219,2024,89,7849,4010,4010,0,4711,0.0186,21558,29.8,0.511,2.2,-99,-99,-99,-99,-99,0,0,374,374,127,247,7,30,29,1,40,-99,108,0,10,78,104,89,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12790,12790,0,0,110429,110425,1035,0.0,32.1,30.2,61.8,-99,16.4,15.4,31.6,-99,196.2,72.4,100.2,37.0,101,20.7,11.0,17.9,16.2,420.5,244.8,259.9,-99,-99,2024-08-06
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0012401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024116,2024118,2024180,2024220,2024220,2024,89,7759,4010,4010,0,4711,0.0186,21557,29.8,0.517,2.2,-99,-99,-99,-99,-99,0,0,379,369,121,248,4,30,43,1,40,-99,111,0,9,79,106,91,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12789,12789,0,0,110418,110414,1045,0.0,31.0,30.5,64.2,-99,16.0,15.8,33.2,-99,194.0,70.2,100.2,36.3,102,20.7,11.1,17.5,16.2,420.5,250.1,254.5,-99,-99,2024-08-07
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0022401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024116,2024118,2024180,2024223,2024223,2024,89,8995,4010,4010,0,4711,0.0186,21557,29.8,0.446,2.2,-99,-99,-99,-99,-99,0,0,353,371,127,244,2,30,17,1,40,-99,94,0,15,69,89,74,0.091,-99,-99,-99,-99,-99,-99,-99,-99,0,12799,12799,0,0,110524,110519,940,0.0,40.2,35.1,70.9,-99,17.9,15.6,31.6,-99,224.9,95.6,100.2,42.6,105,20.4,10.6,18.0,16.1,420.5,223.6,256.5,-99,-99,2024-08-10
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0032401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024116,2024118,2024180,2024224,2024224,2024,89,9380,4010,4010,0,4711,0.0186,21560,29.8,0.428,2.2,-99,-99,-99,-99,-99,0,0,460,388,136,252,16,65,58,1,40,-99,114,3,7,82,109,94,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12786,12786,0,0,110380,110376,1084,0.0,28.4,34.3,69.1,-99,12.1,14.7,29.5,-99,234.5,82.5,100.3,35.3,106,20.1,10.5,17.7,16.1,420.5,330.8,273.1,-99,-99,2024-08-11
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0042401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024116,2024118,2024180,2024222,2024222,2024,89,6171,3407,3407,0,4108,0.0158,21561,29.8,0.552,2.2,-99,-99,-99,-99,-99,0,0,301,323,85,239,0,30,14,1,40,-99,61,0,36,57,56,42,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12811,12811,0,0,110660,110655,803,0.0,35.9,29.5,73.0,-99,19.8,16.3,40.3,-99,154.3,100.8,85.2,55.7,104,20.4,10.5,18.1,16.1,420.5,172.0,209.1,-99,-99,2024-08-09
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0052401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024116,2024118,2024180,2024224,2024224,2024,89,7001,4010,4010,0,4711,0.0186,21561,29.8,0.573,2.2,-99,-99,-99,-99,-99,0,0,357,364,108,256,1,30,29,1,40,-99,106,0,10,75,101,86,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12793,12793,0,0,110454,110450,1009,0.0,30.8,28.1,65.0,-99,17.6,16.1,37.2,-99,175.0,66.2,100.3,37.9,106,19.9,10.3,17.9,16.1,420.5,227.6,249.3,-99,-99,2024-08-11
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0062401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024116,2024118,2024180,2024227,2024227,2024,89,9495,3752,3752,0,4453,0.0174,21562,29.8,0.395,2.2,-99,-99,-99,-99,-99,0,0,459,383,129,254,17,63,62,1,40,-99,114,2,6,82,109,95,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12786,12786,0,0,110384,110380,1081,0.0,28.7,35.3,73.6,-99,11.4,13.9,29.1,-99,237.4,83.0,93.8,32.8,109,19.8,10.3,17.2,16.1,420.5,330.3,269.0,-99,-99,2024-08-14
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0072401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024116,2024118,2024180,2024221,2024221,2024,89,7808,3941,3941,0,4643,0.0183,21558,29.8,0.505,2.2,-99,-99,-99,-99,-99,0,0,340,362,118,244,0,30,14,1,40,-99,99,0,13,73,94,80,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12795,12795,0,0,110478,110473,986,0.0,37.1,31.6,66.3,-99,18.7,15.9,33.5,-99,195.2,78.6,98.5,39.7,103,20.5,10.8,17.8,16.1,420.5,210.6,247.2,-99,-99,2024-08-08
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0082401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024116,2024118,2024180,2024223,2024223,2024,89,8979,4010,4010,0,4711,0.0186,21559,29.8,0.447,2.2,-99,-99,-99,-99,-99,0,0,489,385,131,254,23,84,63,1,40,-99,113,3,6,81,108,93,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12787,12787,0,0,110393,110389,1071,0.0,24.9,33.1,68.5,-99,11.1,14.8,30.6,-99,224.5,79.5,100.2,35.5,105,20.2,10.7,17.5,16.1,420.5,359.9,271.1,-99,-99,2024-08-10
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0092401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024116,2024118,2024180,2024224,2024224,2024,89,7526,4010,4010,0,4711,0.0186,21559,29.8,0.533,2.2,-99,-99,-99,-99,-99,0,0,381,365,111,255,3,30,49,1,40,-99,103,0,15,76,98,83,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12792,12792,0,0,110447,110443,1017,0.0,29.9,30.0,68.1,-99,15.9,16.0,36.3,-99,188.2,73.2,100.3,39.0,106,20.1,10.5,17.6,16.1,420.5,251.8,250.7,-99,-99,2024-08-11
