,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0002401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024180,2024220,2024220,2024,89,7953,3617,3617,0,4306,0.0186,19448,32.0,0.455,1.6,-99,-99,-99,-99,-99,0,0,374,372,110,262,6,30,32,1,40,-99,107,0,11,78,103,90,0.089,-99,-99,-99,-99,-99,-99,-99,-99,0,12790,12790,0,0,110414,110409,1049,0.0,32.8,31.5,72.1,-99,14.9,14.3,32.8,-99,198.8,74.1,90.4,33.7,98,21.2,11.4,18.0,16.2,420.5,242.8,252.8,-99,-99,2024-08-07
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0012401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024180,2024220,2024220,2024,89,7248,3617,3617,0,4306,0.0186,19448,32.0,0.499,1.6,-99,-99,-99,-99,-99,0,0,379,365,104,261,4,30,47,1,40,-99,108,0,12,78,103,91,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12790,12790,0,0,110417,110413,1046,0.0,29.3,29.5,69.6,-99,14.6,14.7,34.7,-99,181.2,67.4,90.4,33.6,98,21.0,11.3,17.7,16.2,420.5,247.5,245.5,-99,-99,2024-08-07
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0022401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024180,2024223,2024223,2024,89,8254,3590,3590,0,4279,0.0185,19447,32.0,0.435,1.6,-99,-99,-99,-99,-99,0,0,353,368,112,256,2,30,19,1,40,-99,89,0,19,69,85,72,0.096,-99,-99,-99,-99,-99,-99,-99,-99,0,12799,12799,0,0,110518,110513,945,0.0,37.3,33.1,73.6,-99,16.2,14.4,32.0,-99,206.4,92.5,89.8,40.2,101,20.7,10.9,18.2,16.2,420.5,221.0,249.1,-99,-99,2024-08-10
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0032401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024180,2024224,2024224,2024,89,8829,3617,3617,0,4306,0.0186,19448,32.0,0.41,1.6,-99,-99,-99,-99,-99,0,0,460,384,117,268,16,67,58,1,40,-99,109,4,9,81,104,92,0.09,-99,-99,-99,-99,-99,-99,-99,-99,0,12787,12787,0,0,110380,110376,1083,0.0,26.9,33.3,75.7,-99,11.0,13.7,31.0,-99,220.7,81.2,90.4,33.3,102,20.4,10.7,17.9,16.2,420.5,328.2,265.0,-99,-99,2024-08-11
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0042401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024180,2024223,2024223,2024,89,5559,3082,3082,0,3771,0.0158,19448,32.0,0.554,1.6,-99,-99,-99,-99,-99,0,0,302,324,73,251,0,30,14,1,40,-99,53,0,44,57,49,36,0.089,-99,-99,-99,-99,-99,-99,-99,-99,0,12811,12811,0,0,110653,110648,810,0.0,32.5,27.2,75.8,-99,18.0,15.1,42.0,-99,139.0,104.5,77.1,57.9,101,20.8,10.9,18.2,16.2,420.5,170.8,204.7,-99,-99,2024-08-10
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0052401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024180,2024225,2024225,2024,89,6604,3617,3617,0,4306,0.0186,19448,32.0,0.548,1.6,-99,-99,-99,-99,-99,0,0,357,364,94,271,0,30,28,1,40,-99,104,0,11,75,99,87,0.089,-99,-99,-99,-99,-99,-99,-99,-99,0,12794,12793,0,0,110447,110443,1016,0.0,29.4,26.9,70.5,-99,16.1,14.8,38.6,-99,165.1,63.7,90.4,34.9,103,20.3,10.6,18.0,16.2,420.5,225.0,245.1,-99,-99,2024-08-12
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0062401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024180,2024228,2024228,2024,89,8956,3447,3447,0,4136,0.0177,19448,32.0,0.385,1.6,-99,-99,-99,-99,-99,0,0,459,383,111,272,17,65,60,1,40,-99,111,3,8,81,107,94,0.09,-99,-99,-99,-99,-99,-99,-99,-99,0,12787,12787,0,0,110375,110371,1088,0.0,27.3,33.9,80.4,-99,10.5,13.1,30.9,-99,223.9,80.4,86.2,30.9,106,20.2,10.6,17.3,16.1,420.5,327.7,264.0,-99,-99,2024-08-15
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0072401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024180,2024222,2024222,2024,89,7740,3617,3617,0,4306,0.0186,19448,32.0,0.467,1.6,-99,-99,-99,-99,-99,0,0,340,361,103,258,0,30,15,1,40,-99,97,0,15,73,92,80,0.09,-99,-99,-99,-99,-99,-99,-99,-99,0,12796,12795,0,0,110469,110465,994,0.0,37.2,32.1,75.1,-99,17.4,15.0,35.1,-99,193.5,79.9,90.4,37.4,100,20.9,11.2,17.9,16.2,420.5,208.0,241.3,-99,-99,2024-08-09
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0082401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024180,2024223,2024223,2024,89,8310,3617,3617,0,4306,0.0186,19448,32.0,0.435,1.6,-99,-99,-99,-99,-99,0,0,489,382,114,268,23,88,63,1,40,-99,109,4,7,80,105,92,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12788,12788,0,0,110393,110388,1071,0.0,23.3,31.6,73.1,-99,10.1,13.8,31.8,-99,207.7,76.2,90.4,33.2,101,20.6,10.9,17.7,16.2,420.5,357.3,262.6,-99,-99,2024-08-10
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0092401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024118,2024122,2024180,2024224,2024224,2024,89,7033,3577,3577,0,4266,0.0184,19448,32.0,0.509,1.6,-99,-99,-99,-99,-99,0,0,381,364,97,267,3,30,51,1,40,-99,100,0,17,75,96,83,0.089,-99,-99,-99,-99,-99,-99,-99,-99,0,12794,12793,0,0,110444,110439,1020,0.0,28.2,28.8,72.6,-99,14.4,14.6,36.9,-99,175.8,70.3,89.4,35.7,102,20.5,10.7,17.8,16.2,420.5,249.2,244.4,-99,-99,2024-08-11
