,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0002401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024121,2024128,2024184,2024223,2024223,2024,89,8077,3969,3969,0,4601,0.0186,21340,35.1,0.491,1.5,-99,-99,-99,-99,-99,0,0,375,378,114,264,7,30,27,1,40,-99,109,0,12,81,104,91,0.091,-99,-99,-99,-99,-99,-99,-99,-99,0,12787,12787,0,0,110377,110371,1089,0.0,35.6,32.0,70.9,-99,17.5,15.7,34.8,-99,201.9,73.9,99.2,36.3,95,21.7,12.2,18.1,16.2,420.5,227.0,252.4,-99,-99,2024-08-10
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0012401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024121,2024128,2024184,2024223,2024223,2024,89,7543,3969,3969,0,4600,0.0186,21339,35.1,0.526,1.5,-99,-99,-99,-99,-99,0,0,412,371,108,264,6,30,71,1,40,-99,111,0,11,82,106,93,0.091,-99,-99,-99,-99,-99,-99,-99,-99,0,12787,12786,0,0,110372,110367,1093,0.0,28.6,30.7,70.1,-99,15.0,16.1,36.9,-99,188.6,68.0,99.2,35.8,95,21.6,12.1,17.8,16.2,420.5,263.9,245.8,-99,-99,2024-08-10
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0022401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024121,2024128,2024184,2024226,2024226,2024,89,8149,3964,3964,0,4595,0.0186,21339,35.1,0.486,1.5,-99,-99,-99,-99,-99,0,0,353,372,114,258,2,30,15,1,40,-99,89,0,21,70,84,71,0.101,-99,-99,-99,-99,-99,-99,-99,-99,0,12798,12798,0,0,110497,110491,969,0.0,39.9,33.0,71.4,-99,19.4,16.1,34.7,-99,203.7,91.8,99.1,44.7,98,21.2,11.6,18.4,16.2,420.5,204.5,246.9,-99,-99,2024-08-13
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0032401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024121,2024128,2024184,2024227,2024227,2024,89,8816,3938,3938,0,4569,0.0185,21341,35.1,0.447,1.5,-99,-99,-99,-99,-99,0,0,460,391,122,269,16,68,51,1,40,-99,111,5,9,84,106,92,0.093,-99,-99,-99,-99,-99,-99,-99,-99,0,12784,12784,0,0,110347,110341,1119,0.0,28.3,33.2,72.3,-99,12.6,14.8,32.3,-99,220.4,79.7,98.4,35.6,99,20.9,11.3,18.2,16.2,420.5,311.7,265.6,-99,-99,2024-08-14
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0042401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024121,2024128,2024184,2024226,2024226,2024,89,5390,2684,2684,0,3315,0.0126,21341,35.1,0.498,1.5,-99,-99,-99,-99,-99,0,0,308,331,73,258,0,30,14,1,40,-99,51,0,48,59,46,33,0.09,-99,-99,-99,-99,-99,-99,-99,-99,0,12809,12809,0,0,110622,110616,844,0.0,33.7,26.3,74.0,-99,16.8,13.1,36.9,-99,134.8,105.5,67.1,52.5,98,21.2,11.5,18.4,16.2,420.5,160.1,205.1,-99,-99,2024-08-13
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0052401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024121,2024128,2024184,2024228,2024228,2024,89,6602,3852,3852,0,4484,0.0181,21341,35.1,0.583,1.5,-99,-99,-99,-99,-99,0,0,357,369,98,271,1,30,23,1,40,-99,105,0,11,77,101,87,0.092,-99,-99,-99,-99,-99,-99,-99,-99,0,12792,12791,0,0,110419,110413,1047,0.0,31.7,27.1,67.2,-99,18.5,15.8,39.2,-99,165.1,62.6,96.3,36.5,100,20.7,11.2,18.3,16.2,420.5,208.5,243.9,-99,-99,2024-08-15
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0062401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024121,2024128,2024184,2024232,2024232,2024,89,8996,3739,3739,0,4371,0.0175,21342,35.1,0.416,1.5,-99,-99,-99,-99,-99,0,0,554,392,116,276,41,102,86,1,40,-99,115,4,6,85,110,97,0.092,-99,-99,-99,-99,-99,-99,-99,-99,0,12783,12783,0,0,110330,110324,1137,0.0,22.2,33.8,77.9,-99,9.2,14.1,32.4,-99,224.9,78.2,93.5,32.5,104,20.5,11.1,17.3,16.1,420.5,405.7,266.0,-99,-99,2024-08-19
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0072401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024121,2024128,2024184,2024225,2024225,2024,89,7829,3969,3969,0,4600,0.0186,21339,35.1,0.507,1.5,-99,-99,-99,-99,-99,0,0,343,364,105,260,0,30,15,1,40,-99,96,0,16,73,91,78,0.092,-99,-99,-99,-99,-99,-99,-99,-99,0,12795,12795,0,0,110458,110453,1008,0.0,40.1,32.8,74.8,-99,20.3,16.6,37.9,-99,195.7,81.3,99.2,41.2,97,21.4,11.9,18.1,16.2,420.5,195.4,238.7,-99,-99,2024-08-12
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0082401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024121,2024128,2024184,2024226,2024226,2024,89,8263,3969,3969,0,4600,0.0186,21340,35.1,0.48,1.5,-99,-99,-99,-99,-99,0,0,489,386,117,269,23,89,57,1,40,-99,112,5,8,83,107,93,0.089,-99,-99,-99,-99,-99,-99,-99,-99,0,12785,12785,0,0,110349,110344,1117,0.0,24.2,31.7,70.3,-99,11.6,15.2,33.8,-99,206.6,74.0,99.2,35.5,98,21.1,11.6,17.8,16.2,420.5,340.8,261.0,-99,-99,2024-08-13
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0092401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024121,2024128,2024184,2024228,2024228,2024,89,7033,3969,3969,0,4601,0.0186,21340,35.1,0.564,1.5,-99,-99,-99,-99,-99,0,0,452,376,100,275,19,45,79,1,40,-99,107,1,11,78,102,89,0.09,-99,-99,-99,-99,-99,-99,-99,-99,0,12790,12789,0,0,110392,110387,1074,0.0,23.1,28.1,70.1,-99,13.0,15.9,39.6,-99,175.8,65.6,99.2,37.1,100,20.9,11.4,17.9,16.2,420.5,304.3,250.3,-99,-99,2024-08-15
10,11,11,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0102401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024121,2024128,2024184,2024231,2024231,2024,89,7932,3970,3970,0,4601,0.0186,21342,35.1,0.5,1.5,-99,-99,-99,-99,-99,0,0,365,383,115,268,0,30,17,1,40,-99,103,0,12,76,98,85,0.093,-99,-99,-99,-99,-99,-99,-99,-99,0,12792,12792,0,0,110427,110422,1039,0.0,36.7,30.8,69.1,-99,18.3,15.4,34.6,-99,198.3,76.8,99.2,38.4,103,20.3,10.8,18.6,16.1,420.5,216.4,257.4,-99,-99,2024-08-18
