,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0002401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024112,2024117,2024179,2024219,2024219,2024,89,8037,4307,4307,0,5144,0.0186,23155,30.4,0.536,2.5,-99,-99,-99,-99,-99,0,0,374,376,137,239,7,30,28,1,40,-99,110,0,9,78,105,88,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12790,12789,0,0,110429,110425,1036,0.0,32.8,30.5,58.6,-99,17.6,16.4,31.4,-99,200.9,73.2,107.7,39.2,102,20.8,11.0,18.0,16.1,420.5,244.8,263.2,-99,-99,2024-08-06
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0012401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024112,2024117,2024179,2024220,2024220,2024,89,7834,4307,4307,0,5144,0.0186,23154,30.4,0.55,2.5,-99,-99,-99,-99,-99,0,0,379,371,131,240,4,30,41,1,40,-99,112,0,8,79,107,91,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12789,12789,0,0,110419,110415,1045,0.0,31.3,30.4,59.7,-99,17.2,16.7,32.8,-99,195.9,69.8,107.7,38.3,103,20.7,11.0,17.6,16.1,420.5,250.1,258.0,-99,-99,2024-08-07
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0022401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024112,2024117,2024179,2024222,2024222,2024,89,9367,4210,4210,0,5047,0.0182,23155,30.4,0.449,2.5,-99,-99,-99,-99,-99,0,0,353,371,136,235,2,30,16,1,40,-99,97,0,12,70,92,75,0.089,-99,-99,-99,-99,-99,-99,-99,-99,0,12799,12798,0,0,110530,110526,934,0.0,41.9,36.3,68.8,-99,18.8,16.3,30.9,-99,234.2,96.5,105.2,43.4,105,20.3,10.5,18.1,16.1,420.5,223.6,258.2,-99,-99,2024-08-09
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0032401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024112,2024117,2024179,2024223,2024223,2024,89,9464,4280,4280,0,5117,0.0185,23158,30.4,0.452,2.5,-99,-99,-99,-99,-99,0,0,460,387,146,241,16,63,60,1,40,-99,114,2,6,82,109,92,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12786,12786,0,0,110390,110386,1074,0.0,28.6,34.5,64.6,-99,12.9,15.6,29.2,-99,236.6,82.9,107.0,37.5,106,20.1,10.4,17.9,16.1,420.5,330.8,274.2,-99,-99,2024-08-10
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0042401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024112,2024117,2024179,2024222,2024222,2024,89,6571,3575,3575,0,4412,0.0154,23159,30.4,0.544,2.5,-99,-99,-99,-99,-99,0,0,301,325,92,233,0,30,13,1,40,-99,67,0,31,58,61,45,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12810,12810,0,0,110661,110656,804,0.0,38.2,31.0,71.5,-99,20.8,16.9,38.9,-99,164.3,98.6,89.4,53.7,105,20.4,10.5,18.2,16.1,420.5,172.0,211.7,-99,-99,2024-08-09
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0052401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024112,2024117,2024179,2024224,2024224,2024,89,7306,4267,4267,0,5104,0.0184,23158,30.4,0.584,2.5,-99,-99,-99,-99,-99,0,0,357,366,118,248,1,30,26,1,40,-99,107,0,9,76,102,86,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12792,12792,0,0,110455,110451,1009,0.0,32.1,28.8,61.9,-99,18.7,16.8,36.1,-99,182.6,68.3,106.7,39.9,107,20.0,10.3,17.9,16.1,420.5,227.6,253.4,-99,-99,2024-08-11
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0062401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024112,2024117,2024179,2024226,2024226,2024,89,9525,4004,4004,0,4841,0.0173,23160,30.4,0.42,2.5,-99,-99,-99,-99,-99,0,0,459,381,139,242,17,62,65,1,40,-99,115,2,5,82,110,93,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12787,12786,0,0,110394,110390,1071,0.0,28.8,35.5,68.4,-99,12.1,14.9,28.7,-99,238.1,82.7,100.1,34.8,109,19.9,10.2,17.2,16.1,420.5,330.3,268.1,-99,-99,2024-08-13
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0072401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024112,2024117,2024179,2024221,2024221,2024,89,7867,4260,4260,0,5097,0.0184,23155,30.4,0.542,2.5,-99,-99,-99,-99,-99,0,0,340,363,127,235,0,30,13,1,40,-99,101,0,13,74,96,80,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12794,12794,0,0,110478,110474,986,0.0,37.4,31.5,61.8,-99,20.2,17.1,33.4,-99,196.7,77.9,106.5,42.2,104,20.5,10.8,17.9,16.1,420.5,210.6,249.8,-99,-99,2024-08-08
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0082401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024112,2024117,2024179,2024222,2024222,2024,89,9306,4303,4303,0,5140,0.0186,23156,30.4,0.462,2.5,-99,-99,-99,-99,-99,0,0,489,385,142,243,23,82,65,1,40,-99,114,2,6,81,108,92,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12787,12787,0,0,110406,110402,1059,0.0,25.9,34.2,65.6,-99,12.0,15.8,30.3,-99,232.6,81.8,107.6,37.8,105,20.2,10.6,17.5,16.1,420.5,359.9,272.1,-99,-99,2024-08-09
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0092401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024112,2024117,2024179,2024223,2024223,2024,89,7883,4250,4250,0,5087,0.0184,23157,30.4,0.539,2.5,-99,-99,-99,-99,-99,0,0,370,364,120,244,3,30,40,1,40,-99,102,0,15,75,97,80,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12793,12793,0,0,110463,110458,1002,0.0,32.7,31.4,65.7,-99,17.6,16.9,35.4,-99,197.1,77.4,106.2,41.8,106,20.2,10.4,17.7,16.1,420.5,241.2,251.0,-99,-99,2024-08-10
