,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0002401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024180,2024219,2024219,2024,89,7928,3820,3820,0,4496,0.0186,20537,29.4,0.482,2.0,-99,-99,-99,-99,-99,0,0,374,373,122,251,7,30,30,1,40,-99,108,0,10,78,103,89,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12790,12790,0,0,110426,110422,1036,0.0,32.4,30.8,65.1,-99,15.6,14.8,31.4,-99,198.2,73.5,95.5,35.4,100,20.8,11.1,18.0,16.2,420.5,244.8,257.4,-99,-99,2024-08-06
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0012401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024180,2024220,2024220,2024,89,7657,3820,3820,0,4496,0.0186,20536,29.4,0.499,2.0,-99,-99,-99,-99,-99,0,0,379,367,115,252,4,30,45,1,40,-99,109,0,10,79,105,91,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12789,12789,0,0,110416,110412,1047,0.0,30.6,30.5,66.5,-99,15.3,15.2,33.2,-99,191.4,69.9,95.5,34.9,101,20.7,11.1,17.6,16.2,420.5,250.1,251.2,-99,-99,2024-08-07
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0022401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024180,2024223,2024223,2024,89,8757,3820,3820,0,4496,0.0186,20536,29.4,0.436,2.0,-99,-99,-99,-99,-99,0,0,353,370,122,248,2,30,17,1,40,-99,92,0,17,69,87,74,0.093,-99,-99,-99,-99,-99,-99,-99,-99,0,12799,12799,0,0,110519,110515,943,0.0,39.2,34.5,71.9,-99,17.1,15.0,31.3,-99,218.9,95.1,95.5,41.5,104,20.4,10.7,18.1,16.1,420.5,223.6,254.1,-99,-99,2024-08-10
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0032401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024180,2024224,2024224,2024,89,9300,3820,3820,0,4497,0.0186,20538,29.4,0.411,2.0,-99,-99,-99,-99,-99,0,0,460,386,130,257,16,66,58,1,40,-99,112,3,8,82,107,93,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12786,12786,0,0,110378,110374,1084,0.0,28.1,34.4,71.7,-99,11.5,14.1,29.5,-99,232.5,83.2,95.5,34.2,105,20.1,10.5,17.8,16.1,420.5,330.8,270.6,-99,-99,2024-08-11
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0042401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024180,2024222,2024222,2024,89,5937,3297,3297,0,3974,0.0161,20539,29.4,0.555,2.0,-99,-99,-99,-99,-99,0,0,301,323,81,242,0,30,14,1,40,-99,58,0,39,57,54,40,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12811,12811,0,0,110657,110652,805,0.0,34.5,28.7,73.7,-99,19.2,15.9,40.9,-99,148.4,101.6,82.4,56.4,103,20.4,10.6,18.2,16.1,420.5,172.0,207.0,-99,-99,2024-08-09
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0052401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024180,2024224,2024224,2024,89,6872,3817,3817,0,4493,0.0186,20539,29.4,0.555,2.0,-99,-99,-99,-99,-99,0,0,357,363,103,260,1,30,29,1,40,-99,105,0,10,75,101,87,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12793,12793,0,0,110451,110448,1011,0.0,30.2,27.8,66.7,-99,16.8,15.4,37.0,-99,171.8,65.2,95.4,36.2,105,20.0,10.3,18.0,16.1,420.5,227.6,247.5,-99,-99,2024-08-11
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0062401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024180,2024227,2024227,2024,89,9468,3564,3564,0,4241,0.0174,20540,29.4,0.376,2.0,-99,-99,-99,-99,-99,0,0,459,382,123,259,17,65,62,1,40,-99,113,2,7,82,108,94,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12787,12786,0,0,110381,110377,1082,0.0,28.7,35.5,77.1,-99,10.8,13.4,29.0,-99,236.7,83.7,89.1,31.5,108,19.8,10.3,17.3,16.1,420.5,330.3,266.6,-99,-99,2024-08-14
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0072401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024180,2024222,2024222,2024,89,7927,3820,3820,0,4496,0.0186,20536,29.4,0.482,2.0,-99,-99,-99,-99,-99,0,0,340,362,113,249,0,30,14,1,40,-99,99,0,14,73,94,80,0.089,-99,-99,-99,-99,-99,-99,-99,-99,0,12795,12795,0,0,110470,110467,992,0.0,37.6,32.2,70.1,-99,18.1,15.5,33.8,-99,198.2,80.3,95.5,38.7,103,20.6,10.9,17.8,16.1,420.5,210.6,246.1,-99,-99,2024-08-09
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0082401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024180,2024223,2024223,2024,89,8737,3820,3820,0,4496,0.0186,20537,29.4,0.437,2.0,-99,-99,-99,-99,-99,0,0,489,384,125,259,23,85,63,1,40,-99,111,3,7,81,107,93,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12787,12787,0,0,110391,110387,1072,0.0,24.3,32.6,69.9,-99,10.6,14.2,30.6,-99,218.4,78.4,95.5,34.3,104,20.3,10.7,17.6,16.1,420.5,359.9,268.4,-99,-99,2024-08-10
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0092401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024180,2024224,2024224,2024,89,7340,3820,3820,0,4497,0.0186,20537,29.4,0.52,2.0,-99,-99,-99,-99,-99,0,0,381,364,106,259,3,30,50,1,40,-99,102,0,16,75,97,84,0.089,-99,-99,-99,-99,-99,-99,-99,-99,0,12793,12792,0,0,110442,110439,1020,0.0,29.1,29.5,69.5,-99,15.2,15.4,36.2,-99,183.5,72.0,95.5,37.5,105,20.2,10.5,17.7,16.1,420.5,251.8,248.5,-99,-99,2024-08-11
10,11,11,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0102401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024180,2024227,2024227,2024,89,7921,3820,3820,0,4497,0.0186,20540,29.4,0.482,2.0,-99,-99,-99,-99,-99,0,0,359,376,121,255,1,30,18,1,40,-99,104,0,11,76,100,86,0.09,-99,-99,-99,-99,-99,-99,-99,-99,0,12792,12792,0,0,110445,110441,1018,0.0,34.5,30.4,65.4,-99,16.6,14.7,31.6,-99,198.0,75.9,95.5,36.6,108,19.7,10.0,18.4,16.1,420.5,229.8,260.4,-99,-99,2024-08-14
11,12,12,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0112401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024180,2024221,2024221,2024,89,6190,3538,3538,0,4215,0.0172,20537,29.4,0.572,2.0,-99,-99,-99,-99,-99,0,0,342,352,94,258,0,30,26,1,40,-99,94,0,17,71,89,75,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12797,12797,0,0,110489,110485,973,0.0,29.1,26.2,66.1,-99,16.6,15.0,37.8,-99,154.8,65.9,88.5,37.7,102,20.6,10.8,18.3,16.2,420.5,213.0,236.3,-99,-99,2024-08-08
12,13,13,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0122401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024180,2024221,2024221,2024,89,6872,3820,3820,0,4496,0.0186,20537,29.4,0.556,2.0,-99,-99,-99,-99,-99,0,0,312,341,98,243,0,30,8,1,40,-99,85,0,21,67,80,67,0.089,-99,-99,-99,-99,-99,-99,-99,-99,0,12801,12801,0,0,110545,110541,917,0.0,37.5,30.5,70.2,-99,20.8,17.0,39.0,-99,171.8,81.0,95.5,45.0,102,20.5,10.8,17.9,16.2,420.5,183.4,225.1,-99,-99,2024-08-08
13,14,14,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0132401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024117,2024119,2024180,2024220,2024220,2024,89,6030,3382,3382,0,4058,0.0165,20536,29.4,0.561,2.0,-99,-99,-99,-99,-99,0,0,296,326,84,242,0,30,6,1,40,-99,66,0,33,60,62,48,0.089,-99,-99,-99,-99,-99,-99,-99,-99,0,12808,12808,0,0,110614,110610,848,0.0,36.2,28.7,71.7,-99,20.3,16.1,40.2,-99,150.7,90.8,84.5,50.9,101,20.7,10.9,18.6,16.2,420.5,166.7,210.3,-99,-99,2024-08-07
