,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0002401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024107,2024115,2024174,2024215,2024215,2024,89,7166,3937,3937,0,4608,0.0186,21165,34.4,0.549,1.6,-99,-99,-99,-99,-99,0,0,370,358,110,249,7,28,43,1,40,-99,101,0,11,73,97,84,0.084,-99,-99,-99,-99,-99,-99,-99,-99,0,12795,12795,0,0,110496,110494,964,0.0,29.1,28.4,65.3,-99,16.0,15.6,35.9,-99,179.2,70.6,98.4,38.8,100,20.5,10.6,18.0,16.1,420.5,246.5,252.3,-99,-99,2024-08-02
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0012401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024107,2024115,2024174,2024216,2024216,2024,89,7081,3937,3937,0,4609,0.0186,21166,34.4,0.556,1.6,-99,-99,-99,-99,-99,0,0,375,356,106,249,4,28,54,1,40,-99,105,0,9,73,101,88,0.083,-99,-99,-99,-99,-99,-99,-99,-99,0,12795,12795,0,0,110492,110489,968,0.0,28.1,28.4,66.7,-99,15.6,15.8,37.1,-99,177.0,67.5,98.4,37.5,101,20.5,10.6,17.8,16.1,420.5,251.6,249.5,-99,-99,2024-08-03
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0022401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024107,2024115,2024174,2024219,2024219,2024,89,8459,3937,3937,0,4608,0.0186,21166,34.4,0.465,1.6,-99,-99,-99,-99,-99,0,0,353,362,116,245,2,28,28,1,40,-99,93,0,13,67,89,76,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12801,12801,0,0,110565,110563,895,0.0,36.8,33.1,72.6,-99,17.1,15.4,33.8,-99,211.5,90.6,98.4,42.1,104,20.2,10.3,18.0,16.1,420.5,229.6,255.9,-99,-99,2024-08-06
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0032401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024107,2024115,2024174,2024219,2024219,2024,89,8425,3898,3898,0,4569,0.0184,21164,34.4,0.463,1.6,-99,-99,-99,-99,-99,0,0,455,378,117,260,16,64,63,1,40,-99,109,2,7,77,104,91,0.083,-99,-99,-99,-99,-99,-99,-99,-99,0,12791,12791,0,0,110452,110450,1008,0.0,25.4,31.0,71.9,-99,11.7,14.4,33.3,-99,210.6,77.6,97.4,35.9,104,19.9,10.1,17.9,16.1,420.5,331.9,271.6,-99,-99,2024-08-06
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0042401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024107,2024115,2024174,2024218,2024218,2024,89,6287,3789,3789,0,4461,0.0179,21164,34.4,0.603,1.6,-99,-99,-99,-99,-99,0,0,285,318,81,237,0,28,5,1,40,-99,65,0,30,55,60,48,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12813,12813,0,0,110693,110690,767,0.0,38.9,29.7,78.0,-99,23.4,17.9,47.0,-99,157.2,97.4,94.7,58.7,103,20.3,10.2,18.3,16.1,420.5,161.7,211.9,-99,-99,2024-08-05
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0052401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024107,2024115,2024174,2024220,2024220,2024,89,6805,3936,3936,0,4608,0.0186,21164,34.4,0.578,1.6,-99,-99,-99,-99,-99,0,0,357,358,95,264,1,28,37,1,40,-99,102,0,10,71,97,85,0.084,-99,-99,-99,-99,-99,-99,-99,-99,0,12797,12797,0,0,110515,110513,945,0.0,29.1,27.0,72.0,-99,16.9,15.6,41.7,-99,170.1,66.8,98.4,38.6,105,19.8,10.0,17.8,16.1,420.5,233.6,252.0,-99,-99,2024-08-07
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0062401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024107,2024115,2024174,2024222,2024222,2024,89,8151,3732,3732,0,4403,0.0176,21163,34.4,0.458,1.6,-99,-99,-99,-99,-99,0,0,458,368,112,257,17,33,106,1,40,-99,110,1,8,77,105,92,0.084,-99,-99,-99,-99,-99,-99,-99,-99,0,12791,12791,0,0,110451,110448,1010,0.0,24.4,31.1,73.1,-99,11.2,14.2,33.5,-99,203.8,74.4,93.3,34.1,107,19.8,10.1,17.2,16.1,420.5,334.6,262.3,-99,-99,2024-08-09
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0072401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024107,2024115,2024174,2024218,2024218,2024,89,7101,3937,3937,0,4608,0.0186,21166,34.4,0.554,1.6,-99,-99,-99,-99,-99,0,0,337,354,104,251,0,28,21,1,40,-99,100,0,12,72,95,83,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12796,12796,0,0,110500,110498,960,0.0,33.1,28.6,68.5,-99,18.4,15.9,38.0,-99,177.5,71.3,98.4,39.5,103,20.4,10.5,17.9,16.1,420.5,214.5,248.4,-99,-99,2024-08-05
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0082401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024107,2024115,2024174,2024219,2024219,2024,89,8382,3937,3937,0,4608,0.0186,21165,34.4,0.47,1.6,-99,-99,-99,-99,-99,0,0,476,375,116,259,23,70,75,1,40,-99,108,2,6,76,103,91,0.083,-99,-99,-99,-99,-99,-99,-99,-99,0,12792,12792,0,0,110464,110461,997,0.0,23.7,31.2,72.5,-99,11.1,14.7,34.0,-99,209.5,77.7,98.4,36.5,104,20.1,10.3,17.6,16.1,420.5,353.1,268.6,-99,-99,2024-08-06
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0092401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024107,2024115,2024174,2024219,2024219,2024,89,7216,3877,3877,0,4549,0.0183,21165,34.4,0.537,1.6,-99,-99,-99,-99,-99,0,0,336,354,100,255,0,28,20,1,40,-99,94,0,17,70,90,77,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12798,12797,0,0,110517,110515,943,0.0,33.8,29.0,72.3,-99,18.2,15.6,38.9,-99,180.4,76.6,96.9,41.1,104,20.0,10.1,17.8,16.1,420.5,213.3,248.4,-99,-99,2024-08-06
