,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CRST,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0002401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024123,2024130,2024186,2024224,2024224,2024,89,7429,4104,4104,0,4746,0.0186,22063,38.4,0.552,1.6,-99,-99,-99,-99,-99,0,0,375,381,116,265,7,29,25,1,40,-99,97,0,9,66,92,79,0.077,-99,-99,-99,-99,-99,-99,-99,-99,0,12802,12802,0,0,110619,110613,847,0.0,33.1,29.6,63.9,-99,18.3,16.3,35.3,-99,185.7,76.3,102.6,42.2,94,22.1,12.4,18.2,16.2,419.6,224.5,251.4,-99,-99,1,2024-08-11
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0012401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024123,2024130,2024186,2024225,2024225,2024,89,7377,4104,4104,0,4746,0.0186,22062,38.4,0.556,1.6,-99,-99,-99,-99,-99,0,0,420,379,111,268,6,29,72,1,40,-99,102,0,7,68,97,83,0.076,-99,-99,-99,-99,-99,-99,-99,-99,0,12800,12800,0,0,110596,110590,871,0.0,27.4,29.5,66.3,-99,15.2,16.4,36.9,-99,184.4,72.6,102.6,40.4,95,22.0,12.5,17.9,16.2,419.6,269.2,249.8,-99,-99,1,2024-08-12
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0022401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024123,2024130,2024186,2024227,2024227,2024,89,7929,4087,4087,0,4729,0.0185,22063,38.4,0.515,1.6,-99,-99,-99,-99,-99,0,0,353,375,116,259,2,29,13,1,40,-99,81,0,15,56,76,63,0.084,-99,-99,-99,-99,-99,-99,-99,-99,0,12812,12812,0,0,110724,110718,742,0.0,39.3,32.3,68.3,-99,20.2,16.6,35.2,-99,198.2,97.4,102.2,50.2,97,21.6,11.9,18.4,16.2,419.6,202.0,245.7,-99,-99,1,2024-08-14
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0032401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024123,2024130,2024186,2024229,2024229,2024,89,8266,4104,4104,0,4746,0.0186,22065,38.4,0.496,1.6,-99,-99,-99,-99,-99,0,0,460,394,123,271,16,68,48,1,40,-99,99,3,7,69,94,80,0.077,-99,-99,-99,-99,-99,-99,-99,-99,0,12800,12799,0,0,110591,110585,876,0.0,26.7,31.3,67.0,-99,13.3,15.5,33.3,-99,206.7,83.4,102.6,41.4,99,21.2,11.6,18.3,16.2,419.6,309.2,264.5,-99,-99,1,2024-08-16
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0042401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024123,2024130,2024186,2024228,2024228,2024,89,5339,2592,2592,0,3234,0.0117,22066,38.4,0.486,1.6,-99,-99,-99,-99,-99,0,0,309,335,74,261,0,29,11,1,40,-99,50,0,37,47,45,31,0.077,-99,-99,-99,-99,-99,-99,-99,-99,0,12821,12821,0,0,110822,110815,645,0.0,33.7,26.0,72.5,-99,16.4,12.6,35.2,-99,133.5,106.4,64.8,51.6,98,21.5,11.8,18.4,16.2,419.6,158.3,205.2,-99,-99,1,2024-08-15
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0052401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024123,2024130,2024186,2024230,2024230,2024,89,6252,3482,3482,0,4124,0.0158,22066,38.4,0.557,1.6,-99,-99,-99,-99,-99,0,0,367,373,100,273,1,29,32,1,40,-99,94,0,8,62,89,75,0.077,-99,-99,-99,-99,-99,-99,-99,-99,0,12806,12806,0,0,110653,110647,813,0.0,28.8,25.7,62.5,-99,16.1,14.3,34.8,-99,156.3,66.6,87.1,37.1,100,21.0,11.5,18.2,16.2,419.6,216.8,243.0,-99,-99,1,2024-08-17
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0062401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024123,2024130,2024186,2024234,2024234,2024,89,8474,3876,3876,0,4518,0.0176,22067,38.4,0.457,1.6,-99,-99,-99,-99,-99,0,0,554,398,118,279,41,114,68,1,40,-99,104,3,5,71,99,85,0.077,-99,-99,-99,-99,-99,-99,-99,-99,0,12797,12797,0,0,110562,110556,905,0.0,21.0,31.6,71.6,-99,9.6,14.5,32.8,-99,211.8,81.8,96.9,37.4,104,20.8,11.3,17.3,16.1,419.6,403.2,268.0,-99,-99,1,2024-08-21
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0072401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024123,2024130,2024186,2024226,2024226,2024,89,7399,4093,4093,0,4735,0.0186,22063,38.4,0.553,1.6,-99,-99,-99,-99,-99,0,0,343,367,106,261,0,29,14,1,40,-99,86,0,12,59,81,68,0.078,-99,-99,-99,-99,-99,-99,-99,-99,0,12809,12809,0,0,110692,110685,775,0.0,38.4,31.2,69.6,-99,21.2,17.2,38.5,-99,185.0,85.6,102.3,47.4,96,21.8,12.2,18.1,16.2,419.6,192.9,237.5,-99,-99,1,2024-08-13
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0082401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024123,2024130,2024186,2024228,2024228,2024,89,7860,4104,4104,0,4746,0.0186,22064,38.4,0.522,1.6,-99,-99,-99,-99,-99,0,0,492,391,119,271,23,88,57,1,40,-99,100,3,6,69,95,82,0.076,-99,-99,-99,-99,-99,-99,-99,-99,0,12799,12799,0,0,110584,110578,882,0.0,23.0,30.1,65.9,-99,12.0,15.7,34.4,-99,196.5,78.5,102.6,41.0,98,21.4,11.9,17.8,16.2,419.6,341.7,261.0,-99,-99,1,2024-08-15
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0092401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024123,2024130,2024186,2024229,2024229,2024,89,6808,4022,4022,0,4665,0.0182,22065,38.4,0.591,1.6,-99,-99,-99,-99,-99,0,0,452,381,103,277,19,50,70,1,40,-99,96,1,8,64,91,78,0.076,-99,-99,-99,-99,-99,-99,-99,-99,0,12804,12804,0,0,110630,110623,837,0.0,22.6,27.1,66.0,-99,13.3,16.0,39.0,-99,170.2,70.8,100.6,41.8,99,21.3,11.7,18.0,16.2,419.6,301.8,251.0,-99,-99,1,2024-08-16
