,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0002401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024106,2024113,2024173,2024215,2024215,2024,89,7088,3640,3640,0,4247,0.0186,19567,35.1,0.514,1.4,-99,-99,-99,-99,-99,0,0,370,356,104,252,7,29,45,1,40,-99,101,0,12,73,97,85,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12795,12795,0,0,110493,110491,966,0.0,28.8,27.8,67.9,-99,14.8,14.3,34.9,-99,177.2,70.1,91.0,36.0,102,20.3,10.4,17.9,16.1,420.5,246.5,254.5,-99,-99,2024-08-02
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0012401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024106,2024113,2024173,2024215,2024215,2024,89,7122,3640,3640,0,4247,0.0186,19568,35.1,0.511,1.4,-99,-99,-99,-99,-99,0,0,373,352,101,251,4,29,55,1,40,-99,103,0,11,72,99,86,0.083,-99,-99,-99,-99,-99,-99,-99,-99,0,12796,12796,0,0,110505,110503,954,0.0,28.5,28.4,70.3,-99,14.6,14.5,35.9,-99,178.1,69.3,91.0,35.4,102,20.2,10.4,17.8,16.1,420.5,250.0,250.7,-99,-99,2024-08-02
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0022401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024106,2024113,2024173,2024218,2024218,2024,89,8401,3627,3627,0,4235,0.0185,19568,35.1,0.432,1.4,-99,-99,-99,-99,-99,0,0,341,358,111,247,2,29,20,1,40,-99,92,0,14,67,88,76,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12801,12801,0,0,110562,110560,897,0.0,38.5,32.8,75.4,-99,16.6,14.1,32.6,-99,210.0,90.8,90.7,39.2,105,19.9,10.0,18.0,16.1,420.5,218.4,256.5,-99,-99,2024-08-05
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0032401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024106,2024113,2024173,2024218,2024218,2024,89,8434,3619,3619,0,4227,0.0185,19566,35.1,0.429,1.4,-99,-99,-99,-99,-99,0,0,453,373,111,262,16,65,65,1,40,-99,107,3,7,75,102,90,0.083,-99,-99,-99,-99,-99,-99,-99,-99,0,12793,12792,0,0,110464,110461,996,0.0,25.5,31.1,75.8,-99,11.0,13.3,32.5,-99,210.9,79.0,90.5,33.9,105,19.7,9.9,17.8,16.1,420.5,330.3,271.5,-99,-99,2024-08-05
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0042401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024106,2024113,2024173,2024217,2024217,2024,89,6219,3639,3639,0,4246,0.0186,19565,35.1,0.585,1.4,-99,-99,-99,-99,-99,0,0,285,316,78,238,0,29,6,1,40,-99,63,0,31,55,59,47,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12813,12813,0,0,110691,110688,768,0.0,38.5,29.0,79.5,-99,22.5,16.9,46.5,-99,155.5,98.3,91.0,57.5,104,20.1,10.0,18.1,16.1,420.5,161.7,214.8,-99,-99,2024-08-04
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0052401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024106,2024113,2024173,2024219,2024219,2024,89,6758,3639,3639,0,4247,0.0186,19565,35.1,0.539,1.4,-99,-99,-99,-99,-99,0,0,357,353,90,263,1,29,41,1,40,-99,99,0,11,70,95,83,0.084,-99,-99,-99,-99,-99,-99,-99,-99,0,12798,12798,0,0,110526,110524,933,0.0,28.9,26.8,75.2,-99,15.6,14.5,40.5,-99,168.9,68.0,91.0,36.6,106,19.6,9.8,17.6,16.1,420.5,233.6,251.7,-99,-99,2024-08-06
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0062401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024106,2024113,2024173,2024221,2024221,2024,89,8361,3462,3462,0,4070,0.0177,19565,35.0,0.414,1.4,-99,-99,-99,-99,-99,0,0,423,366,106,260,10,29,84,1,40,-99,107,0,10,76,103,91,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12792,12792,0,0,110458,110456,1002,0.0,27.9,31.6,78.9,-99,11.6,13.1,32.7,-99,209.0,77.8,86.6,32.2,108,19.5,9.8,17.3,16.1,420.5,299.7,264.5,-99,-99,2024-08-08
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0072401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024106,2024113,2024173,2024216,2024216,2024,89,7001,3582,3582,0,4189,0.0183,19568,35.1,0.512,1.4,-99,-99,-99,-99,-99,0,0,337,350,99,251,0,29,24,1,40,-99,98,0,13,71,94,82,0.084,-99,-99,-99,-99,-99,-99,-99,-99,0,12797,12797,0,0,110511,110509,948,0.0,32.8,28.2,70.9,-99,16.8,14.4,36.3,-99,175.0,71.3,89.5,36.5,103,20.1,10.2,17.9,16.1,420.5,213.7,248.5,-99,-99,2024-08-03
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0082401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024106,2024113,2024173,2024218,2024218,2024,89,8307,3639,3639,0,4247,0.0186,19567,35.1,0.438,1.4,-99,-99,-99,-99,-99,0,0,476,368,109,259,23,60,92,1,40,-99,106,2,7,75,102,90,0.083,-99,-99,-99,-99,-99,-99,-99,-99,0,12793,12793,0,0,110473,110471,987,0.0,23.5,31.2,76.2,-99,10.3,13.7,33.4,-99,207.7,78.3,91.0,34.3,105,19.8,10.1,17.4,16.1,420.5,353.1,266.4,-99,-99,2024-08-05
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0092401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024106,2024113,2024173,2024219,2024219,2024,89,7163,3639,3639,0,4247,0.0186,19567,35.1,0.508,1.4,-99,-99,-99,-99,-99,0,0,336,353,96,257,0,29,21,1,40,-99,93,0,18,70,89,77,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12798,12797,0,0,110515,110512,945,0.0,33.6,28.4,74.6,-99,17.1,14.4,37.9,-99,179.1,76.8,91.0,39.0,106,19.8,9.9,17.7,16.1,420.5,213.3,251.9,-99,-99,2024-08-06
