,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0002401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024108,2024116,2024177,2024217,2024217,2024,89,8015,4054,4054,0,4774,0.0186,21794,30.8,0.506,2.4,-99,-99,-99,-99,-99,0,0,374,369,131,238,7,30,35,1,40,-99,107,0,10,76,102,87,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12792,12792,0,0,110457,110455,1004,0.0,32.6,30.7,61.2,-99,16.5,15.5,31.0,-99,200.4,74.7,101.3,37.8,101,20.7,10.8,18.0,16.2,420.5,245.9,261.0,-99,-99,2024-08-04
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0012401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024108,2024116,2024177,2024218,2024218,2024,89,7841,4054,4054,0,4774,0.0186,21794,30.8,0.517,2.4,-99,-99,-99,-99,-99,0,0,378,364,127,238,4,30,47,1,40,-99,109,0,8,77,104,89,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12791,12791,0,0,110451,110448,1010,0.0,31.3,30.5,61.7,-99,16.2,15.8,31.9,-99,196.0,71.7,101.3,37.1,102,20.6,10.8,17.7,16.1,420.5,250.3,256.7,-99,-99,2024-08-05
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0022401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024108,2024116,2024177,2024221,2024221,2024,89,9395,4054,4054,0,4774,0.0186,21794,30.8,0.431,2.4,-99,-99,-99,-99,-99,0,0,353,370,134,236,2,30,18,1,40,-99,97,0,12,69,91,76,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12799,12799,0,0,110541,110538,920,0.0,41.8,35.9,70.2,-99,18.0,15.5,30.3,-99,234.9,97.3,101.3,42.0,105,20.4,10.4,18.1,16.1,420.5,224.7,261.9,-99,-99,2024-08-08
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0032401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024108,2024116,2024177,2024221,2024221,2024,89,9392,4024,4024,0,4745,0.0185,21796,30.8,0.428,2.4,-99,-99,-99,-99,-99,0,0,455,383,140,242,16,63,59,1,40,-99,113,2,6,80,108,93,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12788,12788,0,0,110412,110410,1049,0.0,28.7,34.2,67.0,-99,12.3,14.6,28.7,-99,234.8,83.3,100.6,35.7,105,20.1,10.3,18.0,16.1,420.5,327.0,274.9,-99,-99,2024-08-08
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0042401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024108,2024116,2024177,2024220,2024220,2024,89,6712,3936,3936,0,4657,0.0181,21796,30.8,0.586,2.4,-99,-99,-99,-99,-99,0,0,292,319,91,228,0,30,9,1,40,-99,67,0,29,57,62,48,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12811,12811,0,0,110673,110670,788,0.0,40.9,31.7,73.5,-99,24.0,18.6,43.1,-99,167.8,99.9,98.4,58.6,104,20.4,10.4,18.3,16.1,420.5,164.1,211.5,-99,-99,2024-08-07
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0052401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024108,2024116,2024177,2024222,2024222,2024,89,7374,4054,4054,0,4775,0.0186,21796,30.8,0.55,2.4,-99,-99,-99,-99,-99,0,0,357,362,114,248,1,30,31,1,40,-99,105,0,9,74,101,86,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12794,12794,0,0,110475,110473,986,0.0,32.2,29.0,64.7,-99,17.7,16.0,35.6,-99,184.3,70.0,101.4,38.5,106,19.9,10.2,18.0,16.1,420.5,228.7,254.0,-99,-99,2024-08-09
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0062401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024108,2024116,2024177,2024224,2024224,2024,89,9443,3802,3802,0,4523,0.0174,21797,30.8,0.403,2.4,-99,-99,-99,-99,-99,0,0,459,376,135,241,17,53,79,1,40,-99,113,1,6,79,108,93,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12789,12788,0,0,110418,110416,1043,0.0,28.5,35.2,70.1,-99,11.5,14.2,28.2,-99,236.1,83.4,95.0,33.6,108,19.9,10.2,17.3,16.1,420.5,331.4,267.9,-99,-99,2024-08-11
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0072401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024108,2024116,2024177,2024219,2024219,2024,89,7844,4005,4005,0,4725,0.0184,21794,30.8,0.511,2.4,-99,-99,-99,-99,-99,0,0,338,360,124,236,0,30,14,1,40,-99,101,0,12,73,96,81,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12795,12795,0,0,110485,110483,976,0.0,37.3,31.1,63.0,-99,19.1,15.9,32.2,-99,196.1,78.0,100.1,39.8,103,20.4,10.6,18.0,16.1,420.5,210.2,252.5,-99,-99,2024-08-06
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0082401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024108,2024116,2024177,2024221,2024221,2024,89,9302,4054,4054,0,4775,0.0186,21795,30.8,0.436,2.4,-99,-99,-99,-99,-99,0,0,489,382,138,244,23,79,71,1,40,-99,112,2,6,79,107,92,0.084,-99,-99,-99,-99,-99,-99,-99,-99,0,12789,12789,0,0,110423,110421,1038,0.0,25.8,33.9,67.4,-99,11.2,14.8,29.4,-99,232.5,82.9,101.3,36.1,105,20.2,10.5,17.6,16.1,420.5,361.0,274.7,-99,-99,2024-08-08
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0092401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024108,2024116,2024177,2024221,2024221,2024,89,7905,3996,3996,0,4716,0.0183,21795,30.8,0.505,2.4,-99,-99,-99,-99,-99,0,0,369,358,117,241,3,30,45,1,40,-99,97,0,16,73,92,77,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12795,12795,0,0,110488,110485,973,0.0,32.7,31.6,67.8,-99,16.6,16.0,34.3,-99,197.6,81.9,99.9,41.4,105,20.2,10.3,17.8,16.1,420.5,241.4,250.3,-99,-99,2024-08-08
