,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CRST,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0002401,2024,JP_NRNP06A,43.894,144.372,17,2024001,2024101,2024104,2024171,2024216,2024216,2024,89,7897,4313,4313,0,4833,0.0186,23188,46.1,0.546,1.6,-99,-99,-99,-99,-99,0,0,459,371,124,246,18,82,54,1,40,-99,94,2,6,63,89,76,0.065,-99,-99,-99,-99,-99,-99,-99,-99,0,12806,12805,0,0,110697,110693,766,0.0,22.1,28.4,63.4,-99,12.0,15.5,34.7,-99,197.4,83.6,107.8,45.7,112,19.3,9.6,16.8,16.0,419.6,358.0,278.1,-99,-99,1,2024-08-03
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0012401,2024,JP_NRNP06A,43.894,144.372,17,2024001,2024101,2024104,2024171,2024216,2024216,2024,89,7935,4313,4313,0,4833,0.0186,23188,46.1,0.544,1.6,-99,-99,-99,-99,-99,0,0,384,364,122,242,9,28,49,1,40,-99,86,0,10,56,81,67,0.067,-99,-99,-99,-99,-99,-99,-99,-99,0,12812,12812,0,0,110768,110764,695,0.0,28.0,29.2,65.2,-99,15.2,15.9,35.4,-99,198.4,92.3,107.8,50.2,112,19.1,9.4,17.0,16.0,419.6,282.9,271.7,-99,-99,1,2024-08-03
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0022401,2024,JP_NRNP06A,43.894,144.372,17,2024001,2024101,2024104,2024171,2024214,2024214,2024,89,7869,4313,4313,0,4833,0.0186,23188,46.1,0.548,1.6,-99,-99,-99,-99,-99,0,0,445,365,126,239,24,77,46,1,40,-99,90,2,7,59,85,71,0.066,-99,-99,-99,-99,-99,-99,-99,-99,0,12809,12808,0,0,110731,110727,732,0.0,22.8,28.9,62.5,-99,12.5,15.8,34.3,-99,196.7,87.5,107.8,48.0,110,19.5,9.8,17.0,16.0,419.6,344.7,272.4,-99,-99,1,2024-08-01
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0032401,2024,JP_NRNP06A,43.894,144.372,17,2024001,2024101,2024104,2024171,2024215,2024215,2024,89,7933,4313,4313,0,4833,0.0186,23188,46.1,0.544,1.6,-99,-99,-99,-99,-99,0,0,393,363,121,242,6,28,62,1,40,-99,89,0,10,56,83,70,0.067,-99,-99,-99,-99,-99,-99,-99,-99,0,12812,12812,0,0,110762,110758,701,0.0,27.1,29.3,65.5,-99,14.8,15.9,35.6,-99,198.3,89.6,107.8,48.7,111,19.3,9.6,16.9,16.0,419.6,292.4,270.5,-99,-99,1,2024-08-02
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0042401,2024,JP_NRNP06A,43.894,144.372,17,2024001,2024101,2024104,2024171,2024214,2024214,2024,89,7929,4313,4313,0,4833,0.0186,23188,46.1,0.544,1.6,-99,-99,-99,-99,-99,0,0,346,366,125,241,3,28,15,1,40,-99,89,0,10,59,84,71,0.067,-99,-99,-99,-99,-99,-99,-99,-99,0,12810,12809,0,0,110738,110734,725,0.0,32.3,28.9,63.3,-99,17.6,15.7,34.4,-99,198.2,88.9,107.8,48.4,110,19.5,9.7,17.1,16.0,419.6,245.2,273.9,-99,-99,1,2024-08-01
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0052401,2024,JP_NRNP06A,43.894,144.372,17,2024001,2024101,2024104,2024171,2024216,2024216,2024,89,7934,4313,4313,0,4833,0.0186,23189,46.1,0.544,1.6,-99,-99,-99,-99,-99,0,0,366,371,124,247,3,28,31,1,40,-99,95,0,7,62,90,77,0.066,-99,-99,-99,-99,-99,-99,-99,-99,0,12806,12806,0,0,110700,110697,763,0.0,29.9,28.5,63.9,-99,16.2,15.5,34.8,-99,198.3,83.5,107.8,45.4,112,19.2,9.6,16.7,16.0,419.6,265.6,278.3,-99,-99,1,2024-08-03
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0062401,2024,JP_NRNP06A,43.894,144.372,17,2024001,2024101,2024104,2024171,2024216,2024216,2024,89,7894,4313,4313,0,4833,0.0186,23189,46.1,0.546,1.6,-99,-99,-99,-99,-99,0,0,347,360,118,242,3,28,23,1,40,-99,87,0,10,56,82,69,0.067,-99,-99,-99,-99,-99,-99,-99,-99,0,12812,12812,0,0,110762,110759,701,0.0,32.0,29.5,67.0,-99,17.5,16.1,36.6,-99,197.4,90.3,107.8,49.4,112,19.3,9.6,16.8,16.0,419.6,246.8,267.2,-99,-99,1,2024-08-03
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0072401,2024,JP_NRNP06A,43.894,144.372,17,2024001,2024101,2024104,2024171,2024215,2024215,2024,89,7922,4313,4313,0,4833,0.0186,23188,46.1,0.544,1.6,-99,-99,-99,-99,-99,0,0,324,351,118,233,3,28,9,1,40,-99,80,0,11,52,75,62,0.068,-99,-99,-99,-99,-99,-99,-99,-99,0,12816,12816,0,0,110812,110808,651,0.0,35.4,30.7,67.4,-99,19.3,16.7,36.7,-99,198.0,98.5,107.8,53.6,111,19.4,9.5,17.3,16.0,419.6,223.7,258.4,-99,-99,1,2024-08-02
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0082401,2024,JP_NRNP06A,43.894,144.372,17,2024001,2024101,2024104,2024171,2024214,2024214,2024,89,7909,4313,4313,0,4833,0.0186,23188,46.1,0.545,1.6,-99,-99,-99,-99,-99,0,0,376,365,121,244,5,28,44,1,40,-99,93,0,7,60,88,75,0.066,-99,-99,-99,-99,-99,-99,-99,-99,0,12808,12808,0,0,110720,110716,743,0.0,28.8,29.0,65.4,-99,15.7,15.8,35.6,-99,197.7,84.7,107.8,46.2,110,19.4,9.7,16.6,16.0,419.6,274.9,272.9,-99,-99,1,2024-08-01
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,S0092401,2024,JP_NRNP06A,43.894,144.372,17,2024001,2024101,2024104,2024171,2024214,2024214,2024,89,7912,4313,4313,0,4833,0.0186,23188,46.1,0.545,1.6,-99,-99,-99,-99,-99,0,0,371,368,127,242,6,28,34,1,40,-99,94,0,7,61,88,75,0.066,-99,-99,-99,-99,-99,-99,-99,-99,0,12807,12807,0,0,110715,110711,748,0.0,29.3,28.7,62.5,-99,16.0,15.6,34.1,-99,197.8,84.6,107.8,46.1,110,19.5,9.7,17.2,16.0,419.6,270.1,276.0,-99,-99,1,2024-08-01
