,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0002401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024111,2024117,2024182,2024222,2024222,2024,89,6984,3755,3755,0,4594,0.0181,20706,27.3,0.538,2.3,-99,-99,-99,-99,-99,0,0,308,326,95,231,1,44,4,1,40,-99,68,0,28,57,62,45,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12812,12811,0,0,110691,110682,779,0.0,42.4,32.3,73.5,-99,22.8,17.4,39.5,-99,174.6,103.0,93.9,55.4,105,19.5,10.5,18.3,16.1,420.5,164.6,216.1,-99,-99,2024-08-09
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0012401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024111,2024117,2024182,2024221,2024221,2024,89,7849,4141,4141,0,4980,0.02,20706,27.3,0.528,2.3,-99,-99,-99,-99,-99,0,0,344,358,124,234,1,44,8,1,40,-99,95,0,16,71,89,72,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12797,12797,0,0,110525,110517,945,0.0,39.1,31.7,63.5,-99,20.6,16.7,33.5,-99,196.2,82.5,103.5,43.5,104,19.7,10.7,17.5,16.1,420.5,200.9,247.7,-99,-99,2024-08-08
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0022401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024111,2024117,2024182,2024227,2024227,2024,89,7247,4025,4025,0,4864,0.0194,20709,27.4,0.555,2.3,-99,-99,-99,-99,-99,0,0,309,330,98,232,1,44,1,1,40,-99,70,0,25,56,65,48,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12812,12812,0,0,110693,110685,777,0.0,43.7,33.0,73.9,-99,24.3,18.3,41.1,-99,181.2,102.8,100.6,57.1,110,18.8,9.8,18.3,16.1,420.5,165.9,219.7,-99,-99,2024-08-14
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0032401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024111,2024117,2024182,2024222,2024222,2024,89,9324,4141,4141,0,4980,0.02,20706,27.3,0.444,2.3,-99,-99,-99,-99,-99,0,0,430,390,147,243,7,50,49,1,40,-99,112,1,7,79,106,89,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12789,12789,0,0,110435,110428,1036,0.0,32.5,33.3,63.4,-99,14.4,14.8,28.2,-99,233.1,83.2,103.5,36.9,105,19.7,10.3,18.3,16.1,420.5,286.6,279.9,-99,-99,2024-08-09
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0042401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024111,2024117,2024182,2024225,2024225,2024,89,7847,4049,4049,0,4887,0.0196,20708,27.3,0.516,2.3,-99,-99,-99,-99,-99,0,0,396,363,113,250,2,44,53,1,40,-99,100,0,10,70,94,78,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12798,12798,0,0,110535,110527,935,0.0,31.1,31.0,69.3,-99,16.0,16.0,35.8,-99,196.2,78.1,101.2,40.3,108,19.2,9.9,18.4,16.1,420.5,252.7,253.0,-99,-99,2024-08-12
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0052401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024111,2024117,2024182,2024223,2024223,2024,89,9479,4141,4141,0,4980,0.02,20707,27.3,0.437,2.3,-99,-99,-99,-99,-99,0,0,387,375,142,232,7,61,10,1,40,-99,96,2,10,68,90,73,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12800,12800,0,0,110560,110553,910,0.0,39.0,35.8,66.5,-99,17.0,15.6,29.1,-99,237.0,98.7,103.5,43.1,106,19.4,10.2,18.4,16.1,420.5,243.2,264.6,-99,-99,2024-08-10
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0062401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024111,2024117,2024182,2024225,2024225,2024,89,9849,4141,4141,0,4980,0.02,20706,27.3,0.42,2.3,-99,-99,-99,-99,-99,0,0,421,389,143,246,5,44,50,1,40,-99,115,0,7,81,108,92,0.084,-99,-99,-99,-99,-99,-99,-99,-99,0,12788,12787,0,0,110417,110410,1053,0.0,35.4,35.4,69.0,-99,14.9,14.9,29.0,-99,246.2,85.9,103.5,36.1,108,19.1,10.2,17.4,16.1,420.5,278.0,278.4,-99,-99,2024-08-12
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0072401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024111,2024117,2024182,2024222,2024222,2024,89,8799,4141,4141,0,4980,0.02,20706,27.3,0.471,2.3,-99,-99,-99,-99,-99,0,0,369,368,129,239,2,44,22,1,40,-99,94,0,16,69,88,71,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12800,12799,0,0,110551,110543,920,0.0,39.0,34.1,68.0,-99,18.3,16.1,32.0,-99,220.0,93.8,103.5,44.1,105,19.6,10.5,18.4,16.1,420.5,225.8,257.9,-99,-99,2024-08-09
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0082401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024111,2024117,2024182,2024220,2024220,2024,89,9901,4141,4141,0,4980,0.02,20706,27.3,0.418,2.3,-99,-99,-99,-99,-99,0,0,453,394,153,241,16,44,66,1,40,-99,105,0,11,76,98,82,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12793,12792,0,0,110477,110470,993,0.0,32.0,35.0,64.9,-99,13.4,14.6,27.1,-99,247.5,94.5,103.5,39.5,103,20.0,10.5,19.5,16.1,420.5,309.3,283.2,-99,-99,2024-08-07
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0092401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024111,2024117,2024182,2024224,2024224,2024,89,8153,4127,4127,0,4966,0.0199,20706,27.3,0.506,2.3,-99,-99,-99,-99,-99,0,0,370,370,131,239,2,44,20,1,40,-99,104,0,9,73,98,81,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12795,12795,0,0,110504,110496,966,0.0,36.1,31.4,62.1,-99,18.3,15.9,31.4,-99,203.8,78.6,103.2,39.8,107,19.1,10.3,17.6,16.1,420.5,226.1,259.9,-99,-99,2024-08-11
