,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0002401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024114,2024117,2024182,2024222,2024222,2024,89,6958,3748,3748,0,4584,0.0175,21473,28.5,0.539,2.3,-99,-99,-99,-99,-99,0,0,308,326,95,231,1,44,4,1,40,-99,68,0,28,57,62,45,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12812,12811,0,0,110692,110683,778,0.0,42.3,32.2,73.3,-99,22.8,17.4,39.5,-99,174.0,102.5,93.7,55.2,105,19.5,10.5,18.3,16.1,420.5,164.6,216.0,-99,-99,2024-08-09
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0012401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024114,2024117,2024182,2024221,2024221,2024,89,7776,4289,4289,0,5125,0.02,21472,28.5,0.552,2.3,-99,-99,-99,-99,-99,0,0,344,358,123,235,1,44,8,1,40,-99,95,0,15,71,89,73,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12797,12797,0,0,110526,110518,945,0.0,38.7,31.4,63.2,-99,21.4,17.3,34.8,-99,194.4,81.6,107.2,45.0,104,19.7,10.7,17.5,16.1,420.5,200.9,247.7,-99,-99,2024-08-08
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0022401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024114,2024117,2024182,2024227,2024227,2024,89,7205,4002,4002,0,4837,0.0186,21475,28.5,0.555,2.3,-99,-99,-99,-99,-99,0,0,309,330,98,232,1,44,1,1,40,-99,71,0,25,56,65,48,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12812,12812,0,0,110694,110686,776,0.0,43.4,32.8,73.6,-99,24.1,18.2,40.9,-99,180.1,102.1,100.0,56.7,110,18.8,9.8,18.3,16.1,420.5,165.9,219.6,-99,-99,2024-08-14
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0032401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024114,2024117,2024182,2024223,2024223,2024,89,9160,4294,4294,0,5130,0.02,21472,28.5,0.469,2.3,-99,-99,-99,-99,-99,0,0,431,392,147,245,7,50,49,1,40,-99,113,1,7,80,106,90,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12788,12788,0,0,110426,110419,1044,0.0,31.8,32.6,62.3,-99,14.9,15.3,29.2,-99,229.0,81.2,107.4,38.1,106,19.8,10.4,18.3,16.1,420.5,287.8,281.4,-99,-99,2024-08-10
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0042401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024114,2024117,2024182,2024225,2024225,2024,89,7811,4191,4191,0,5026,0.0195,21475,28.5,0.537,2.3,-99,-99,-99,-99,-99,0,0,396,363,113,250,2,44,53,1,40,-99,101,0,10,70,95,78,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12798,12798,0,0,110536,110528,934,0.0,30.9,30.9,69.1,-99,16.6,16.6,37.1,-99,195.3,77.6,104.8,41.7,108,19.2,9.9,18.4,16.1,420.5,252.7,253.0,-99,-99,2024-08-12
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0052401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024114,2024117,2024182,2024223,2024223,2024,89,9380,4280,4280,0,5115,0.0199,21474,28.5,0.456,2.3,-99,-99,-99,-99,-99,0,0,387,375,142,233,7,61,10,1,40,-99,96,2,10,69,90,73,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12800,12800,0,0,110561,110553,909,0.0,38.6,35.5,66.0,-99,17.6,16.2,30.1,-99,234.5,97.4,107.0,44.4,106,19.4,10.2,18.4,16.1,420.5,243.2,264.5,-99,-99,2024-08-10
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0062401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024114,2024117,2024182,2024225,2024225,2024,89,9733,4278,4278,0,5113,0.0199,21473,28.5,0.44,2.3,-99,-99,-99,-99,-99,0,0,421,389,142,247,5,44,51,1,40,-99,115,0,7,81,108,92,0.084,-99,-99,-99,-99,-99,-99,-99,-99,0,12788,12787,0,0,110418,110411,1053,0.0,35.0,35.0,68.6,-99,15.4,15.4,30.1,-99,243.3,84.8,106.9,37.3,108,19.1,10.2,17.4,16.1,420.5,278.0,278.3,-99,-99,2024-08-12
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0072401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024114,2024117,2024182,2024222,2024222,2024,89,8726,4295,4295,0,5130,0.02,21473,28.5,0.492,2.3,-99,-99,-99,-99,-99,0,0,369,368,129,239,2,44,22,1,40,-99,94,0,15,69,88,71,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12800,12799,0,0,110552,110544,919,0.0,38.6,33.8,67.6,-99,19.0,16.7,33.3,-99,218.1,92.8,107.4,45.7,105,19.6,10.5,18.4,16.1,420.5,225.8,257.9,-99,-99,2024-08-09
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0082401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024114,2024117,2024182,2024220,2024220,2024,89,9834,4294,4294,0,5130,0.02,21472,28.5,0.437,2.3,-99,-99,-99,-99,-99,0,0,453,394,154,241,16,44,65,1,40,-99,105,0,11,76,99,82,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12793,12793,0,0,110479,110471,992,0.0,31.8,34.6,64.1,-99,13.9,15.1,28.0,-99,245.8,93.7,107.4,40.9,103,20.0,10.5,19.5,16.1,420.5,309.3,283.9,-99,-99,2024-08-07
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0092401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024114,2024117,2024182,2024224,2024224,2024,89,8062,4254,4254,0,5089,0.0198,21472,28.5,0.528,2.3,-99,-99,-99,-99,-99,0,0,370,370,131,239,2,44,20,1,40,-99,104,0,9,73,98,81,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12795,12795,0,0,110505,110497,966,0.0,35.7,31.0,61.7,-99,18.8,16.4,32.5,-99,201.6,77.6,106.3,40.9,107,19.1,10.3,17.6,16.1,420.5,226.1,259.7,-99,-99,2024-08-11
