,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0002401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024113,2024117,2024182,2024222,2024222,2024,89,6958,3742,3742,0,4578,0.0174,21496,28.6,0.538,2.3,-99,-99,-99,-99,-99,0,0,308,326,95,231,1,44,4,1,40,-99,68,0,28,57,62,45,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12812,12811,0,0,110692,110683,779,0.0,42.3,32.2,73.3,-99,22.7,17.3,39.4,-99,173.9,102.3,93.5,55.0,105,19.5,10.5,18.3,16.1,420.5,164.6,216.0,-99,-99,2024-08-09
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0012401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024113,2024117,2024182,2024221,2024221,2024,89,7765,4299,4299,0,5136,0.02,21496,28.6,0.554,2.3,-99,-99,-99,-99,-99,0,0,344,358,123,235,1,44,8,1,40,-99,95,0,15,71,89,73,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12797,12797,0,0,110525,110518,945,0.0,38.6,31.4,63.1,-99,21.4,17.4,34.9,-99,194.1,81.4,107.5,45.1,104,19.7,10.7,17.5,16.1,420.5,200.9,247.6,-99,-99,2024-08-08
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0022401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024113,2024117,2024182,2024227,2024227,2024,89,7200,3991,3991,0,4827,0.0186,21499,28.6,0.554,2.3,-99,-99,-99,-99,-99,0,0,309,330,98,232,1,44,2,1,40,-99,71,0,25,56,65,48,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12812,12812,0,0,110694,110685,776,0.0,43.4,32.8,73.6,-99,24.1,18.2,40.8,-99,180.0,101.8,99.8,56.5,110,18.8,9.8,18.3,16.1,420.5,165.9,219.6,-99,-99,2024-08-14
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0032401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024113,2024117,2024182,2024222,2024222,2024,89,9121,4289,4289,0,5126,0.02,21496,28.6,0.47,2.3,-99,-99,-99,-99,-99,0,0,430,390,146,244,7,50,50,1,40,-99,112,1,7,79,106,89,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12789,12789,0,0,110435,110428,1035,0.0,31.8,32.6,62.5,-99,15.0,15.4,29.4,-99,228.0,81.3,107.2,38.2,105,19.7,10.3,18.3,16.1,420.5,286.6,279.4,-99,-99,2024-08-09
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0042401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024113,2024117,2024182,2024225,2024225,2024,89,7804,4210,4210,0,5046,0.0196,21498,28.6,0.539,2.3,-99,-99,-99,-99,-99,0,0,396,363,113,250,2,44,53,1,40,-99,101,0,10,70,95,78,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12798,12798,0,0,110535,110528,935,0.0,30.9,30.8,69.1,-99,16.7,16.6,37.3,-99,195.1,77.6,105.2,41.9,108,19.2,9.9,18.4,16.1,420.5,252.7,253.0,-99,-99,2024-08-12
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0052401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024113,2024117,2024182,2024223,2024223,2024,89,9360,4298,4298,0,5135,0.02,21498,28.6,0.459,2.3,-99,-99,-99,-99,-99,0,0,387,375,142,233,7,61,10,1,40,-99,96,2,10,69,90,73,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12800,12800,0,0,110561,110553,909,0.0,38.5,35.4,65.9,-99,17.7,16.3,30.2,-99,234.0,97.1,107.5,44.6,106,19.4,10.2,18.4,16.1,420.5,243.2,264.4,-99,-99,2024-08-10
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0062401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024113,2024117,2024182,2024225,2024225,2024,89,9725,4296,4296,0,5133,0.02,21496,28.6,0.442,2.3,-99,-99,-99,-99,-99,0,0,421,389,142,247,5,44,51,1,40,-99,115,0,7,81,108,92,0.084,-99,-99,-99,-99,-99,-99,-99,-99,0,12788,12787,0,0,110418,110411,1053,0.0,35.0,34.9,68.5,-99,15.5,15.4,30.3,-99,243.1,84.8,107.4,37.4,108,19.1,10.2,17.4,16.1,420.5,278.0,278.3,-99,-99,2024-08-12
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0072401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024113,2024117,2024182,2024222,2024222,2024,89,8722,4299,4299,0,5136,0.02,21496,28.6,0.493,2.3,-99,-99,-99,-99,-99,0,0,369,368,129,239,2,44,22,1,40,-99,94,0,15,69,88,71,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12799,12799,0,0,110551,110544,919,0.0,38.6,33.8,67.6,-99,19.0,16.7,33.3,-99,218.1,92.7,107.5,45.7,105,19.6,10.5,18.4,16.1,420.5,225.8,257.8,-99,-99,2024-08-09
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0082401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024113,2024117,2024182,2024220,2024220,2024,89,9822,4299,4299,0,5136,0.02,21496,28.6,0.438,2.3,-99,-99,-99,-99,-99,0,0,453,394,153,241,16,44,65,1,40,-99,105,0,11,76,99,82,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12793,12793,0,0,110478,110471,992,0.0,31.8,34.6,64.0,-99,13.9,15.1,28.0,-99,245.6,93.6,107.5,41.0,103,20.0,10.5,19.5,16.1,420.5,309.3,283.8,-99,-99,2024-08-07
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0092401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024113,2024117,2024182,2024224,2024224,2024,89,8042,4272,4272,0,5108,0.0199,21496,28.6,0.531,2.3,-99,-99,-99,-99,-99,0,0,370,370,131,239,2,44,20,1,40,-99,104,0,9,73,98,81,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12795,12795,0,0,110504,110497,966,0.0,35.6,31.0,61.5,-99,18.9,16.5,32.7,-99,201.1,77.4,106.8,41.1,107,19.1,10.3,17.6,16.1,420.5,226.1,259.6,-99,-99,2024-08-11
