,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0002401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024119,2024123,2024186,2024225,2024225,2024,89,6260,3196,3196,0,3896,0.0155,20631,29.1,0.511,1.9,-99,-99,-99,-99,-99,0,0,310,326,86,240,1,44,5,1,40,-99,61,0,35,57,56,40,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12812,12811,0,0,110685,110674,789,0.0,38.4,30.5,72.9,-99,19.6,15.6,37.2,-99,156.5,102.1,79.9,52.1,102,19.9,11.1,18.1,16.2,420.5,163.2,205.0,-99,-99,2024-08-12
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0012401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024119,2024123,2024186,2024224,2024224,2024,89,7525,4126,4126,0,4826,0.02,20630,29.1,0.548,1.9,-99,-99,-99,-99,-99,0,0,373,362,115,248,1,44,33,1,40,-99,99,0,16,73,93,78,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12796,12795,0,0,110495,110485,979,0.0,33.2,31.2,65.6,-99,18.2,17.1,36.0,-99,188.1,76.1,103.2,41.7,101,20.2,11.3,17.4,16.2,420.5,226.9,240.9,-99,-99,2024-08-11
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0022401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024119,2024123,2024186,2024230,2024230,2024,89,6628,3561,3561,0,4261,0.0173,20634,29.1,0.537,1.9,-99,-99,-99,-99,-99,0,0,309,330,89,241,1,44,1,1,40,-99,65,0,31,56,59,44,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12812,12812,0,0,110687,110676,786,0.0,40.7,31.8,74.4,-99,21.8,17.1,40.0,-99,165.7,101.9,89.0,54.7,107,19.2,10.2,18.3,16.1,420.5,163.0,208.5,-99,-99,2024-08-17
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0032401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024119,2024123,2024186,2024225,2024225,2024,89,9562,4126,4126,0,4826,0.02,20630,29.1,0.431,1.9,-99,-99,-99,-99,-99,0,0,432,394,140,254,7,53,45,1,40,-99,112,1,8,81,106,90,0.091,-99,-99,-99,-99,-99,-99,-99,-99,0,12788,12787,0,0,110404,110395,1069,0.0,33.4,35.1,68.3,-99,14.4,15.1,29.5,-99,239.1,85.4,103.2,36.8,102,20.3,10.9,18.3,16.2,420.5,285.9,272.7,-99,-99,2024-08-12
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0042401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024119,2024123,2024186,2024228,2024228,2024,89,7305,4073,4073,0,4773,0.0197,20633,29.1,0.558,1.9,-99,-99,-99,-99,-99,0,0,437,370,106,264,10,54,69,1,40,-99,104,1,9,72,98,83,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12796,12796,0,0,110497,110487,976,0.0,25.1,29.3,68.8,-99,14.0,16.4,38.4,-99,182.6,70.4,101.8,39.2,105,19.6,10.4,18.4,16.1,420.5,290.7,249.1,-99,-99,2024-08-15
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0052401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024119,2024123,2024186,2024226,2024226,2024,89,8799,4126,4126,0,4827,0.02,20632,29.1,0.469,1.9,-99,-99,-99,-99,-99,0,0,409,376,131,246,7,65,27,1,40,-99,93,3,13,68,87,71,0.097,-99,-99,-99,-99,-99,-99,-99,-99,0,12800,12800,0,0,110553,110543,920,0.0,33.5,34.5,67.3,-99,15.7,16.2,31.6,-99,220.0,95.0,103.2,44.5,103,19.8,10.7,18.3,16.2,420.5,262.4,255.0,-99,-99,2024-08-13
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0062401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024119,2024123,2024186,2024228,2024228,2024,89,9068,4126,4126,0,4826,0.02,20630,29.1,0.455,1.9,-99,-99,-99,-99,-99,0,0,433,390,132,258,5,44,61,1,40,-99,117,0,7,83,111,95,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12785,12785,0,0,110374,110365,1099,0.0,31.6,33.8,68.8,-99,14.4,15.4,31.3,-99,226.7,77.6,103.2,35.3,105,19.5,10.7,17.1,16.1,420.5,287.1,268.2,-99,-99,2024-08-15
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0072401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024119,2024123,2024186,2024225,2024225,2024,89,8170,4126,4126,0,4826,0.02,20631,29.1,0.505,1.9,-99,-99,-99,-99,-99,0,0,389,375,121,254,2,44,34,1,40,-99,96,0,16,71,90,75,0.089,-99,-99,-99,-99,-99,-99,-99,-99,0,12798,12797,0,0,110517,110507,957,0.0,33.7,32.2,67.6,-99,17.0,16.3,34.1,-99,204.3,85.1,103.2,43.0,102,20.0,11.1,18.4,16.2,420.5,242.7,253.9,-99,-99,2024-08-12
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0082401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024119,2024123,2024186,2024223,2024223,2024,89,9223,4126,4126,0,4826,0.02,20630,29.1,0.447,1.9,-99,-99,-99,-99,-99,0,0,464,398,145,254,16,44,71,1,40,-99,109,0,10,78,102,87,0.092,-99,-99,-99,-99,-99,-99,-99,-99,0,12790,12790,0,0,110436,110426,1038,0.0,29.1,33.3,63.8,-99,13.0,14.9,28.5,-99,230.6,84.9,103.1,38.0,100,20.4,11.1,19.5,16.2,420.5,317.2,277.0,-99,-99,2024-08-10
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0092401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024119,2024123,2024186,2024227,2024227,2024,89,7830,4126,4126,0,4826,0.02,20630,29.1,0.527,1.9,-99,-99,-99,-99,-99,0,0,370,374,125,248,2,44,16,1,40,-99,104,0,10,74,98,83,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12795,12794,0,0,110488,110478,985,0.0,35.1,31.0,62.6,-99,18.5,16.4,33.0,-99,195.7,75.3,103.2,39.7,104,19.6,10.8,17.8,16.1,420.5,223.2,252.2,-99,-99,2024-08-14
