,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CRST,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0002401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024097,2024103,2024172,2024214,2024214,2024,89,7996,4624,4624,0,5281,0.0189,24479,42.1,0.578,1.9,-99,-99,-99,-99,-99,0,0,303,324,104,220,1,43,1,1,40,-99,66,0,15,42,60,43,0.067,-99,-99,-99,-99,-99,-99,-99,-99,0,12826,12826,0,0,110935,110932,527,0.0,41.8,34.0,76.9,-99,24.1,19.7,44.5,-99,199.9,121.5,115.6,70.2,111,18.3,9.2,17.8,16.0,419.6,191.5,235.2,-99,-99,1,2024-08-01
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0012401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024097,2024103,2024172,2024215,2024215,2024,89,8090,4699,4699,0,5356,0.0192,24478,42.1,0.581,1.9,-99,-99,-99,-99,-99,0,0,344,353,120,233,1,43,14,1,40,-99,84,0,11,55,78,61,0.066,-99,-99,-99,-99,-99,-99,-99,-99,0,12813,12813,0,0,110786,110784,676,0.0,34.8,30.7,67.5,-99,20.2,17.8,39.2,-99,202.2,96.2,117.5,55.9,112,18.5,9.3,17.1,16.0,419.6,232.8,263.6,-99,-99,1,2024-08-02
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0022401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024097,2024103,2024172,2024218,2024218,2024,89,8015,4652,4652,0,5309,0.019,24480,42.1,0.58,1.9,-99,-99,-99,-99,-99,0,0,304,329,106,222,1,43,0,1,40,-99,68,0,15,43,61,45,0.067,-99,-99,-99,-99,-99,-99,-99,-99,0,12825,12825,0,0,110924,110922,538,0.0,41.6,33.5,75.3,-99,24.1,19.4,43.7,-99,200.4,118.7,116.3,68.9,115,17.8,8.7,17.9,16.0,419.6,192.7,239.2,-99,-99,1,2024-08-05
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0032401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024097,2024103,2024172,2024215,2024215,2024,89,8195,4796,4796,0,5452,0.0196,24478,42.1,0.585,1.9,-99,-99,-99,-99,-99,0,0,428,371,133,238,7,43,73,1,40,-99,90,0,6,56,83,67,0.065,-99,-99,-99,-99,-99,-99,-99,-99,0,12812,12812,0,0,110778,110776,683,0.0,25.9,29.1,61.8,-99,15.1,17.0,36.2,-99,204.9,91.5,119.9,53.5,112,18.5,9.0,17.9,16.0,419.6,316.7,281.7,-99,-99,1,2024-08-02
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0042401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024097,2024103,2024172,2024217,2024217,2024,89,8065,4684,4684,0,5340,0.0191,24480,42.1,0.581,1.9,-99,-99,-99,-99,-99,0,0,346,345,115,229,1,43,23,1,40,-99,75,0,13,48,68,52,0.067,-99,-99,-99,-99,-99,-99,-99,-99,0,12820,12820,0,0,110861,110859,600,0.0,34.5,31.6,70.0,-99,20.0,18.4,40.6,-99,201.6,108.1,117.1,62.8,114,18.1,8.8,17.9,16.0,419.6,234.0,255.2,-99,-99,1,2024-08-04
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0052401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024097,2024103,2024172,2024215,2024215,2024,89,8193,4789,4789,0,5446,0.0196,24480,42.1,0.585,1.9,-99,-99,-99,-99,-99,0,0,385,359,132,227,7,51,34,1,40,-99,87,1,7,54,81,64,0.066,-99,-99,-99,-99,-99,-99,-99,-99,0,12814,12814,0,0,110795,110793,667,0.0,30.0,30.3,62.1,-99,17.5,17.7,36.3,-99,204.8,94.5,119.7,55.2,112,18.2,9.0,17.7,16.0,419.6,273.3,270.0,-99,-99,1,2024-08-02
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0062401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024097,2024103,2024172,2024218,2024218,2024,89,8230,4824,4824,0,5481,0.0197,24478,42.1,0.586,1.9,-99,-99,-99,-99,-99,0,0,396,369,129,240,5,43,45,1,40,-99,93,0,5,58,87,71,0.065,-99,-99,-99,-99,-99,-99,-99,-99,0,12811,12810,0,0,110759,110757,702,0.0,28.9,29.5,64.0,-99,17.0,17.3,37.5,-99,205.8,88.3,120.6,51.7,115,17.8,8.9,16.8,16.0,419.6,284.3,279.2,-99,-99,1,2024-08-05
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0072401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024097,2024103,2024172,2024214,2024214,2024,89,8196,4806,4806,0,5463,0.0196,24479,42.1,0.586,1.9,-99,-99,-99,-99,-99,0,0,352,359,129,230,2,43,14,1,40,-99,84,0,9,52,77,61,0.066,-99,-99,-99,-99,-99,-99,-99,-99,0,12816,12816,0,0,110815,110813,646,0.0,34.1,30.4,63.7,-99,20.0,17.8,37.3,-99,204.9,98.1,120.2,57.5,111,18.4,9.1,17.7,16.0,419.6,240.4,269.9,-99,-99,1,2024-08-01
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0082401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024097,2024103,2024172,2024213,2024213,2024,89,8223,4820,4820,0,5477,0.0197,24478,42.1,0.586,1.9,-99,-99,-99,-99,-99,0,0,401,378,138,239,7,43,39,1,40,-99,90,0,6,55,83,67,0.065,-99,-99,-99,-99,-99,-99,-99,-99,0,12813,12813,0,0,110788,110786,674,0.0,28.5,28.5,59.4,-99,16.7,16.7,34.8,-99,205.6,91.6,120.5,53.7,110,18.6,9.1,18.6,16.0,419.6,289.0,288.4,-99,-99,1,2024-07-31
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0092401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024097,2024103,2024172,2024216,2024216,2024,89,8022,4632,4632,0,5288,0.0189,24478,42.1,0.577,1.9,-99,-99,-99,-99,-99,0,0,370,355,118,236,2,43,35,1,40,-99,87,0,7,54,80,64,0.066,-99,-99,-99,-99,-99,-99,-99,-99,0,12815,12814,0,0,110802,110800,660,0.0,31.1,30.2,67.7,-99,18.0,17.4,39.1,-99,200.6,92.4,115.8,53.4,113,18.0,9.0,17.1,16.0,419.6,258.0,265.6,-99,-99,1,2024-08-03
10,11,11,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0102401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024097,2024103,2024172,2024213,2024213,2024,89,7981,4610,4610,0,5267,0.0188,24477,42.1,0.578,1.9,-99,-99,-99,-99,-99,0,0,310,326,103,223,1,43,6,1,40,-99,66,0,15,42,60,44,0.066,-99,-99,-99,-99,-99,-99,-99,-99,0,12826,12826,0,0,110929,110927,532,0.0,40.3,33.7,77.6,-99,23.3,19.5,44.8,-99,199.5,120.5,115.3,69.6,110,18.7,9.2,18.5,16.0,419.6,198.2,236.8,-99,-99,1,2024-07-31
11,12,12,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0112401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024097,2024103,2024172,2024214,2024214,2024,89,8071,4676,4676,0,5333,0.0191,24477,42.1,0.579,1.9,-99,-99,-99,-99,-99,0,0,351,359,127,233,1,43,14,1,40,-99,87,0,8,55,81,64,0.066,-99,-99,-99,-99,-99,-99,-99,-99,0,12813,12813,0,0,110784,110782,677,0.0,33.7,29.9,63.8,-99,19.6,17.3,36.9,-99,201.8,92.8,116.9,53.8,111,18.4,9.3,17.7,16.0,419.6,239.2,270.1,-99,-99,1,2024-08-01
12,13,13,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0122401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024097,2024103,2024172,2024219,2024219,2024,89,8012,4646,4646,0,5302,0.019,24479,42.1,0.58,1.9,-99,-99,-99,-99,-99,0,0,303,325,103,222,1,43,0,1,40,-99,65,0,16,41,59,42,0.067,-99,-99,-99,-99,-99,-99,-99,-99,0,12827,12827,0,0,110946,110944,515,0.0,41.8,33.9,77.6,-99,24.2,19.7,45.0,-99,200.3,123.9,116.1,71.8,116,17.8,8.6,17.5,16.0,419.6,191.6,236.2,-99,-99,1,2024-08-06
13,14,14,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0132401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024097,2024103,2024172,2024218,2024218,2024,89,8184,4794,4794,0,5450,0.0196,24478,42.1,0.586,1.9,-99,-99,-99,-99,-99,0,0,426,371,131,240,6,43,73,1,40,-99,90,0,6,56,84,68,0.065,-99,-99,-99,-99,-99,-99,-99,-99,0,12812,12812,0,0,110778,110776,683,0.0,26.0,29.1,62.6,-99,15.2,17.0,36.6,-99,204.6,90.7,119.8,53.1,115,17.9,8.8,17.1,16.0,419.6,314.4,281.6,-99,-99,1,2024-08-05
14,15,15,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0142401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024097,2024103,2024172,2024215,2024215,2024,89,8016,4623,4623,0,5279,0.0189,24479,42.1,0.577,1.9,-99,-99,-99,-99,-99,0,0,351,351,117,234,1,43,23,1,40,-99,85,0,8,53,79,62,0.066,-99,-99,-99,-99,-99,-99,-99,-99,0,12815,12815,0,0,110805,110803,657,0.0,33.5,30.7,68.8,-99,19.3,17.7,39.7,-99,200.4,94.4,115.6,54.4,112,18.2,9.1,17.3,16.0,419.6,239.3,261.3,-99,-99,1,2024-08-02
15,16,16,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0152401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024097,2024103,2024172,2024215,2024215,2024,89,8186,4782,4782,0,5439,0.0195,24479,42.1,0.584,1.9,-99,-99,-99,-99,-99,0,0,388,377,140,238,4,43,30,1,40,-99,90,0,6,55,84,68,0.065,-99,-99,-99,-99,-99,-99,-99,-99,0,12813,12813,0,0,110785,110783,677,0.0,29.6,28.4,58.6,-99,17.3,16.6,34.3,-99,204.6,90.8,119.6,53.0,112,18.4,8.9,18.6,16.0,419.6,276.2,287.9,-99,-99,1,2024-08-02
