,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CRST,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0002401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024098,2024103,2024173,2024215,2024215,2024,89,8290,4733,4733,0,5440,0.0192,24679,40.0,0.571,2.1,-99,-99,-99,-99,-99,0,0,304,326,108,217,1,43,1,1,40,-99,68,0,14,42,61,44,0.067,-99,-99,-99,-99,-99,-99,-99,-99,0,12826,12826,0,0,110929,110927,533,0.0,43.1,35.1,76.6,-99,24.6,20.0,43.8,-99,207.2,122.3,118.3,69.8,112,18.3,9.3,17.7,16.0,419.6,192.5,236.4,-99,-99,1,2024-08-02
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0012401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024098,2024103,2024173,2024215,2024215,2024,89,8409,4824,4824,0,5531,0.0195,24679,40.0,0.574,2.1,-99,-99,-99,-99,-99,0,0,344,354,126,228,1,43,13,1,40,-99,85,0,10,55,79,61,0.066,-99,-99,-99,-99,-99,-99,-99,-99,0,12813,12813,0,0,110784,110782,679,0.0,36.1,31.8,66.8,-99,20.7,18.2,38.4,-99,210.2,98.5,120.6,56.5,112,18.5,9.3,17.1,16.0,419.6,232.8,264.5,-99,-99,1,2024-08-02
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0022401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024098,2024103,2024173,2024219,2024219,2024,89,8318,4768,4768,0,5475,0.0193,24681,40.0,0.573,2.1,-99,-99,-99,-99,-99,0,0,306,330,111,219,1,43,0,1,40,-99,69,0,13,43,63,45,0.068,-99,-99,-99,-99,-99,-99,-99,-99,0,12825,12825,0,0,110921,110918,542,0.0,42.7,34.6,75.1,-99,24.5,19.8,43.1,-99,208.0,119.9,119.2,68.7,116,17.9,8.8,17.8,16.0,419.6,194.7,240.4,-99,-99,1,2024-08-06
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0032401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024098,2024103,2024173,2024216,2024216,2024,89,8532,4936,4936,0,5643,0.02,24679,40.0,0.578,2.1,-99,-99,-99,-99,-99,0,0,428,377,141,236,7,43,67,1,40,-99,92,0,7,57,85,67,0.065,-99,-99,-99,-99,-99,-99,-99,-99,0,12811,12811,0,0,110764,110762,699,0.0,26.9,29.7,60.7,-99,15.6,17.2,35.1,-99,213.3,93.0,123.4,53.8,113,18.6,9.0,17.9,16.0,419.6,316.7,287.8,-99,-99,1,2024-08-03
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0042401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024098,2024103,2024173,2024218,2024218,2024,89,8367,4808,4808,0,5516,0.0195,24681,40.0,0.575,2.1,-99,-99,-99,-99,-99,0,0,369,346,120,227,2,43,43,1,40,-99,78,0,13,49,72,54,0.067,-99,-99,-99,-99,-99,-99,-99,-99,0,12819,12819,0,0,110852,110850,610,0.0,32.5,32.5,69.8,-99,18.7,18.7,40.1,-99,209.2,106.8,120.2,61.4,115,18.1,8.8,17.8,16.0,419.6,257.5,257.2,-99,-99,1,2024-08-05
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0052401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024098,2024103,2024173,2024216,2024216,2024,89,8541,4936,4936,0,5643,0.02,24680,40.0,0.578,2.1,-99,-99,-99,-99,-99,0,0,385,364,141,223,7,51,29,1,40,-99,88,1,7,55,81,63,0.066,-99,-99,-99,-99,-99,-99,-99,-99,0,12813,12813,0,0,110789,110787,673,0.0,31.2,31.1,60.7,-99,18.1,18.0,35.1,-99,213.5,97.5,123.4,56.4,113,18.3,9.1,17.8,16.0,419.6,273.3,274.7,-99,-99,1,2024-08-03
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0062401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024098,2024103,2024173,2024218,2024218,2024,89,8583,4769,4769,0,5476,0.0193,24679,40.0,0.556,2.1,-99,-99,-99,-99,-99,0,0,396,370,137,233,5,43,44,1,40,-99,94,0,5,58,87,70,0.065,-99,-99,-99,-99,-99,-99,-99,-99,0,12810,12810,0,0,110757,110754,706,0.0,30.2,30.6,62.7,-99,16.8,17.0,34.8,-99,214.6,91.6,119.2,50.9,115,17.8,8.9,16.8,16.0,419.6,284.3,280.8,-99,-99,1,2024-08-05
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0072401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024098,2024103,2024173,2024215,2024215,2024,89,8522,4936,4936,0,5643,0.02,24680,40.0,0.579,2.1,-99,-99,-99,-99,-99,0,0,352,363,135,228,2,43,10,1,40,-99,84,0,9,53,78,60,0.066,-99,-99,-99,-99,-99,-99,-99,-99,0,12815,12815,0,0,110812,110810,651,0.0,35.5,31.1,63.0,-99,20.5,18.0,36.5,-99,213.1,101.2,123.4,58.6,112,18.4,9.2,17.8,16.0,419.6,240.4,273.6,-99,-99,1,2024-08-02
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0082401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024098,2024103,2024173,2024214,2024214,2024,89,8576,4936,4936,0,5643,0.02,24679,40.0,0.576,2.1,-99,-99,-99,-99,-99,0,0,401,382,147,235,7,43,35,1,40,-99,91,0,6,56,85,67,0.065,-99,-99,-99,-99,-99,-99,-99,-99,0,12812,12812,0,0,110775,110773,687,0.0,29.7,29.3,58.3,-99,17.1,16.9,33.5,-99,214.4,94.1,123.4,54.2,111,18.7,9.2,18.6,16.0,419.6,289.0,292.6,-99,-99,1,2024-08-01
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0092401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024098,2024103,2024173,2024217,2024217,2024,89,8292,4712,4712,0,5419,0.0191,24679,40.0,0.568,2.1,-99,-99,-99,-99,-99,0,0,370,358,125,233,2,43,32,1,40,-99,89,0,7,55,82,64,0.066,-99,-99,-99,-99,-99,-99,-99,-99,0,12813,12813,0,0,110789,110787,673,0.0,32.1,30.9,66.2,-99,18.3,17.5,37.6,-99,207.3,93.7,117.8,53.2,114,18.1,9.1,17.0,16.0,419.6,258.0,268.6,-99,-99,1,2024-08-04
