,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0002401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024110,2024116,2024182,2024222,2024222,2024,89,7245,4020,4020,0,4786,0.0185,21692,28.2,0.555,2.5,-99,-99,-99,-99,-99,0,0,308,326,100,226,1,44,3,1,40,-99,71,0,26,57,64,47,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12811,12811,0,0,110690,110680,783,0.0,43.2,32.9,72.5,-99,24.0,18.2,40.2,-99,181.1,102.7,100.5,57.0,106,19.5,10.5,18.3,16.1,420.5,167.6,220.3,-99,-99,2024-08-09
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0012401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024110,2024116,2024182,2024221,2024221,2024,89,8030,4338,4338,0,5105,0.02,21691,28.2,0.54,2.5,-99,-99,-99,-99,-99,0,0,344,358,129,229,1,44,8,1,40,-99,96,0,15,72,90,73,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12797,12796,0,0,110526,110517,947,0.0,39.4,31.9,62.2,-99,21.3,17.2,33.6,-99,200.8,83.4,108.5,45.1,105,19.7,10.6,17.6,16.1,420.5,203.9,251.9,-99,-99,2024-08-08
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0022401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024110,2024116,2024182,2024227,2024227,2024,89,7489,4272,4272,0,5039,0.0197,21696,28.2,0.57,2.5,-99,-99,-99,-99,-99,0,0,309,330,103,227,1,44,1,1,40,-99,73,0,24,57,67,50,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12811,12811,0,0,110694,110683,779,0.0,44.3,33.4,72.8,-99,25.3,19.1,41.5,-99,187.2,102.7,106.8,58.6,111,18.8,9.7,18.3,16.1,420.5,168.9,223.9,-99,-99,2024-08-14
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0032401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024110,2024116,2024182,2024222,2024222,2024,89,9326,4338,4338,0,5105,0.02,21692,28.2,0.465,2.5,-99,-99,-99,-99,-99,0,0,430,390,153,237,7,50,49,1,40,-99,113,1,6,80,107,89,0.084,-99,-99,-99,-99,-99,-99,-99,-99,0,12789,12788,0,0,110436,110428,1037,0.0,32.2,32.8,60.9,-99,15.0,15.3,28.3,-99,233.2,82.5,108.5,38.4,106,19.7,10.2,18.4,16.1,420.5,289.6,284.3,-99,-99,2024-08-09
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0042401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024110,2024116,2024182,2024225,2024225,2024,89,8072,4273,4273,0,5040,0.0197,21695,28.2,0.529,2.5,-99,-99,-99,-99,-99,0,0,396,363,119,245,2,44,53,1,40,-99,102,0,10,71,95,78,0.086,-99,-99,-99,-99,-99,-99,-99,-99,0,12798,12797,0,0,110536,110527,937,0.0,31.6,31.4,68.0,-99,16.7,16.6,36.0,-99,201.8,79.5,106.8,42.1,109,19.2,9.9,18.4,16.1,420.5,255.7,257.2,-99,-99,2024-08-12
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0052401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024110,2024116,2024182,2024223,2024223,2024,89,9708,4339,4339,0,5106,0.02,21694,28.2,0.447,2.5,-99,-99,-99,-99,-99,0,0,387,376,149,227,7,60,10,1,40,-99,98,2,9,69,91,74,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12799,12799,0,0,110560,110550,913,0.0,39.4,36.0,65.2,-99,17.6,16.1,29.2,-99,242.7,98.9,108.5,44.2,107,19.4,10.1,18.4,16.1,420.5,246.2,269.9,-99,-99,2024-08-10
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0062401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024110,2024116,2024182,2024225,2024225,2024,89,10115,4338,4338,0,5105,0.02,21692,28.2,0.429,2.5,-99,-99,-99,-99,-99,0,0,421,389,150,240,5,44,49,1,40,-99,115,0,7,81,109,92,0.084,-99,-99,-99,-99,-99,-99,-99,-99,0,12787,12787,0,0,110417,110409,1056,0.0,36.0,35.7,67.7,-99,15.4,15.3,29.0,-99,252.9,87.6,108.5,37.6,109,19.1,10.1,17.4,16.1,420.5,281.0,283.3,-99,-99,2024-08-12
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0072401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024110,2024116,2024182,2024222,2024222,2024,89,9008,4338,4338,0,5105,0.02,21692,28.2,0.482,2.5,-99,-99,-99,-99,-99,0,0,369,368,135,233,2,44,21,1,40,-99,95,0,15,69,89,72,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12799,12799,0,0,110552,110543,921,0.0,39.4,34.3,66.7,-99,19.0,16.5,32.1,-99,225.2,94.6,108.5,45.6,106,19.6,10.4,18.4,16.1,420.5,228.8,262.3,-99,-99,2024-08-09
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0082401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024110,2024116,2024182,2024220,2024220,2024,89,10134,4338,4338,0,5105,0.02,21691,28.2,0.428,2.5,-99,-99,-99,-99,-99,0,0,453,394,159,235,16,44,64,1,40,-99,106,0,10,76,99,82,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12792,12792,0,0,110479,110470,994,0.0,32.4,35.1,63.6,-99,13.9,15.0,27.2,-99,253.3,95.8,108.5,41.0,104,20.0,10.5,19.5,16.1,420.5,312.3,288.4,-99,-99,2024-08-07
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0092401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024110,2024116,2024182,2024224,2024224,2024,89,8335,4338,4338,0,5105,0.02,21691,28.2,0.52,2.5,-99,-99,-99,-99,-99,0,0,370,371,137,234,2,44,19,1,40,-99,104,0,9,74,98,81,0.085,-99,-99,-99,-99,-99,-99,-99,-99,0,12795,12794,0,0,110505,110496,968,0.0,36.4,31.5,60.8,-99,18.9,16.4,31.6,-99,208.4,79.9,108.5,41.6,108,19.1,10.2,17.6,16.1,420.5,229.1,264.6,-99,-99,2024-08-11
