,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0002401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024121,2024127,2024187,2024226,2024226,2024,89,6351,3158,3158,0,3869,0.0148,21380,32.5,0.497,2.0,-99,-99,-99,-99,-99,0,0,310,327,85,242,1,44,4,1,40,-99,62,0,35,57,57,41,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12811,12811,0,0,110672,110665,795,0.0,41.1,31.6,74.6,-99,20.4,15.7,37.1,-99,158.8,102.3,79.0,50.9,99,20.2,11.5,18.2,16.2,420.5,154.5,201.1,-99,-99,2024-08-13
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0012401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024121,2024127,2024187,2024225,2024225,2024,89,7636,4276,4276,0,4992,0.02,21380,32.5,0.56,2.0,-99,-99,-99,-99,-99,0,0,388,364,115,249,1,44,46,1,40,-99,101,0,14,74,95,79,0.087,-99,-99,-99,-99,-99,-99,-99,-99,0,12794,12794,0,0,110472,110466,995,0.0,32.7,32.1,66.6,-99,18.3,18.0,37.3,-99,190.9,75.8,106.9,42.4,98,20.5,11.7,17.3,16.2,420.5,233.2,237.7,-99,-99,2024-08-12
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0022401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024121,2024127,2024187,2024231,2024231,2024,89,6750,3496,3496,0,4245,0.0163,21383,32.5,0.518,2.0,-99,-99,-99,-99,-99,0,0,309,330,88,242,1,44,1,1,40,-99,65,0,31,57,60,44,0.089,-99,-99,-99,-99,-99,-99,-99,-99,0,12811,12811,0,0,110676,110670,791,0.0,43.7,33.0,76.4,-99,22.7,17.1,39.5,-99,168.8,103.2,87.4,53.4,104,19.4,10.6,18.3,16.1,420.5,154.3,204.5,-99,-99,2024-08-18
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0032401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024121,2024127,2024187,2024226,2024226,2024,89,9662,4276,4276,0,4964,0.02,21380,32.5,0.443,2.0,-99,-99,-99,-99,-99,0,0,444,396,141,255,7,54,53,1,40,-99,113,1,8,82,107,91,0.095,-99,-99,-99,-99,-99,-99,-99,-99,0,12786,12786,0,0,110386,110381,1081,0.0,33.4,35.7,68.5,-99,14.8,15.8,30.3,-99,241.6,85.7,106.9,37.9,99,20.6,11.3,18.3,16.2,420.5,289.0,270.4,-99,-99,2024-08-13
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0042401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024121,2024127,2024187,2024229,2024229,2024,89,7430,4144,4144,0,4893,0.0194,21383,32.5,0.558,2.0,-99,-99,-99,-99,-99,0,0,437,373,107,266,11,55,65,1,40,-99,105,1,8,74,99,83,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12794,12794,0,0,110474,110468,993,0.0,26.3,30.0,69.3,-99,14.7,16.7,38.7,-99,185.8,70.8,103.6,39.5,102,19.9,10.8,18.4,16.2,420.5,282.0,247.5,-99,-99,2024-08-16
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0052401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024121,2024127,2024187,2024227,2024227,2024,89,8839,4276,4276,0,4950,0.02,21382,32.5,0.484,2.0,-99,-99,-99,-99,-99,0,0,409,380,130,250,7,66,22,1,40,-99,94,3,14,69,88,72,0.099,-99,-99,-99,-99,-99,-99,-99,-99,0,12799,12799,0,0,110536,110530,931,0.0,34.8,34.8,67.9,-99,16.9,16.8,32.9,-99,221.0,94.1,106.9,45.5,100,20.1,11.0,18.5,16.2,420.5,253.7,254.0,-99,-99,2024-08-14
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0062401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024121,2024127,2024187,2024229,2024229,2024,89,9111,4276,4276,0,4982,0.02,21380,32.5,0.469,2.0,-99,-99,-99,-99,-99,0,0,433,393,132,260,5,44,58,1,40,-99,119,0,7,85,113,97,0.091,-99,-99,-99,-99,-99,-99,-99,-99,0,12783,12783,0,0,110351,110346,1116,0.0,32.7,34.1,68.8,-99,15.4,16.0,32.3,-99,227.8,76.8,106.9,36.1,102,19.8,11.1,17.2,16.2,420.5,278.4,266.9,-99,-99,2024-08-16
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0072401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024121,2024127,2024187,2024226,2024226,2024,89,8273,4276,4276,0,4921,0.02,21381,32.5,0.517,2.0,-99,-99,-99,-99,-99,0,0,389,378,121,257,2,44,31,1,40,-99,97,0,15,72,91,76,0.089,-99,-99,-99,-99,-99,-99,-99,-99,0,12796,12796,0,0,110495,110489,972,0.0,35.4,32.8,68.4,-99,18.3,17.0,35.4,-99,206.8,85.3,106.9,44.1,99,20.3,11.5,18.5,16.2,420.5,234.0,252.0,-99,-99,2024-08-13
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0082401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024121,2024127,2024187,2024224,2024224,2024,89,9299,4276,4276,0,4970,0.02,21380,32.5,0.46,2.0,-99,-99,-99,-99,-99,0,0,464,401,146,255,16,44,69,1,40,-99,110,0,10,79,104,88,0.095,-99,-99,-99,-99,-99,-99,-99,-99,0,12789,12789,0,0,110417,110411,1050,0.0,30.1,33.8,63.7,-99,13.9,15.6,29.3,-99,232.5,84.5,106.9,38.9,97,20.7,11.5,19.5,16.2,420.5,308.5,274.8,-99,-99,2024-08-11
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0092401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024121,2024127,2024187,2024228,2024228,2024,89,8108,4276,4276,0,4927,0.02,21380,32.5,0.527,2.0,-99,-99,-99,-99,-99,0,0,370,376,127,249,2,44,14,1,40,-99,104,0,10,74,99,83,0.089,-99,-99,-99,-99,-99,-99,-99,-99,0,12794,12794,0,0,110475,110469,992,0.0,37.6,32.4,64.0,-99,19.9,17.1,33.8,-99,202.7,77.6,106.9,40.9,101,19.9,11.3,17.8,16.2,420.5,215.4,249.9,-99,-99,2024-08-15
10,11,11,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,C0102401,2024,JP_NRNP06A,43.983,144.241,175,2024001,2024121,2024127,2024187,2024222,2024222,2024,89,6201,3040,3040,0,3722,0.0142,21378,32.5,0.49,2.0,-99,-99,-99,-99,-99,0,0,347,327,84,243,3,44,39,1,40,-99,60,0,37,58,54,38,0.088,-99,-99,-99,-99,-99,-99,-99,-99,0,12811,12810,0,0,110663,110657,803,0.0,32.2,30.8,73.8,-99,15.8,15.1,36.2,-99,155.0,103.9,76.0,50.9,95,21.0,11.6,19.3,16.2,420.5,192.3,201.4,-99,-99,2024-08-09
