,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CRST,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,N0002401,2024,JP_NRNP06A,44.064,144.092,55,2024001,2024098,2024103,2024168,2024210,2024210,2024,89,8065,3332,3332,0,3883,0.02,16661,35.7,0.413,1.3,-99,-99,-99,-99,-99,0,0,323,328,110,217,1,14,47,1,40,-99,89,0,7,55,84,70,0.063,-99,-99,-99,-99,-99,-99,-99,-99,0,12813,12813,0,0,110774,110771,687,0.0,31.3,31.4,73.2,-99,12.9,13.0,30.3,-99,201.6,91.1,83.3,37.6,107,19.5,9.8,16.4,16.0,419.6,257.5,257.2,-99,-99,1,2024-07-28
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,N0012401,2024,JP_NRNP06A,44.064,144.092,55,2024001,2024098,2024103,2024168,2024212,2024212,2024,89,7977,3332,3332,0,3883,0.02,16662,35.7,0.418,1.3,-99,-99,-99,-99,-99,0,0,267,310,103,207,1,14,9,1,40,-99,73,0,13,45,68,54,0.065,-99,-99,-99,-99,-99,-99,-99,-99,0,12823,12823,0,0,110879,110876,582,0.0,39.5,33.3,77.6,-99,16.5,13.9,32.4,-99,199.4,109.9,83.3,45.9,109,19.1,9.4,17.5,16.0,419.6,202.0,239.5,-99,-99,1,2024-07-30
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,N0022401,2024,JP_NRNP06A,44.064,144.092,55,2024001,2024098,2024103,2024168,2024219,2024219,2024,89,8700,3193,3193,0,3744,0.0192,16663,35.6,0.367,1.3,-99,-99,-99,-99,-99,0,0,330,337,116,221,4,14,41,1,40,-99,88,0,6,54,83,70,0.065,-99,-99,-99,-99,-99,-99,-99,-99,0,12814,12814,0,0,110790,110787,671,0.0,32.8,32.6,75.0,-99,12.0,12.0,27.5,-99,217.5,99.0,79.8,36.3,116,18.1,8.7,16.6,16.0,419.6,265.0,267.0,-99,-99,1,2024-08-06
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,N0032401,2024,JP_NRNP06A,44.064,144.092,55,2024001,2024098,2024103,2024168,2024212,2024212,2024,89,8051,3332,3332,0,3883,0.02,16661,35.7,0.414,1.3,-99,-99,-99,-99,-99,0,0,267,310,105,205,1,14,9,1,40,-99,73,0,11,45,68,55,0.065,-99,-99,-99,-99,-99,-99,-99,-99,0,12824,12823,0,0,110889,110885,572,0.0,39.9,33.6,77.0,-99,16.5,13.9,31.9,-99,201.3,110.3,83.3,45.7,109,19.2,9.4,17.5,16.0,419.6,201.8,239.3,-99,-99,1,2024-07-30
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,N0042401,2024,JP_NRNP06A,44.064,144.092,55,2024001,2024098,2024103,2024168,2024214,2024214,2024,89,8302,3326,3326,0,3876,0.02,16662,35.6,0.401,1.3,-99,-99,-99,-99,-99,0,0,354,339,113,225,5,14,62,1,40,-99,89,0,6,54,85,71,0.063,-99,-99,-99,-99,-99,-99,-99,-99,0,12814,12814,0,0,110781,110778,680,0.0,28.8,30.9,73.2,-99,11.5,12.4,29.3,-99,207.6,92.8,83.1,37.2,111,18.7,9.2,16.7,16.0,419.6,288.4,268.4,-99,-99,1,2024-08-01
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,N0052401,2024,JP_NRNP06A,44.064,144.092,55,2024001,2024098,2024103,2024168,2024215,2024215,2024,89,8512,3332,3332,0,3883,0.02,16662,35.6,0.391,1.3,-99,-99,-99,-99,-99,0,0,323,340,115,225,1,14,35,1,40,-99,89,0,7,55,85,71,0.064,-99,-99,-99,-99,-99,-99,-99,-99,0,12813,12812,0,0,110767,110764,694,0.0,33.0,31.6,74.1,-99,12.9,12.4,29.0,-99,212.8,95.3,83.3,37.3,112,18.6,9.2,17.0,16.0,419.6,258.0,269.2,-99,-99,1,2024-08-02
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,N0062401,2024,JP_NRNP06A,44.064,144.092,55,2024001,2024098,2024103,2024168,2024212,2024212,2024,89,8161,3307,3307,0,3857,0.0198,16662,35.6,0.405,1.3,-99,-99,-99,-99,-99,0,0,332,335,112,223,2,14,47,1,40,-99,86,0,8,53,82,68,0.063,-99,-99,-99,-99,-99,-99,-99,-99,0,12815,12815,0,0,110796,110792,666,0.0,30.6,30.8,72.9,-99,12.4,12.5,29.5,-99,204.0,94.6,82.7,38.3,109,19.0,9.3,17.4,16.0,419.6,266.7,265.1,-99,-99,1,2024-07-30
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,N0072401,2024,JP_NRNP06A,44.064,144.092,55,2024001,2024098,2024103,2024168,2024212,2024212,2024,89,8379,3332,3332,0,3883,0.02,16662,35.7,0.398,1.3,-99,-99,-99,-99,-99,0,0,336,338,117,221,2,14,48,1,40,-99,89,0,8,54,84,70,0.063,-99,-99,-99,-99,-99,-99,-99,-99,0,12814,12814,0,0,110785,110782,676,0.0,31.0,31.4,71.8,-99,12.3,12.5,28.5,-99,209.5,94.4,83.3,37.5,109,19.1,9.3,17.4,16.0,419.6,270.2,267.2,-99,-99,1,2024-07-30
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,N0082401,2024,JP_NRNP06A,44.064,144.092,55,2024001,2024098,2024103,2024168,2024216,2024216,2024,89,8910,3333,3333,0,3883,0.02,16663,35.6,0.374,1.3,-99,-99,-99,-99,-99,0,0,442,356,120,236,20,66,67,1,40,-99,89,2,5,56,85,71,0.063,-99,-99,-99,-99,-99,-99,-99,-99,0,12812,12812,0,0,110768,110765,693,0.0,23.6,31.2,74.0,-99,8.8,11.7,27.7,-99,222.7,99.7,83.3,37.3,113,18.7,8.8,17.7,16.0,419.6,376.9,285.8,-99,-99,1,2024-08-03
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,N0092401,2024,JP_NRNP06A,44.064,144.092,55,2024001,2024098,2024103,2024168,2024214,2024214,2024,89,8128,3232,3232,0,3783,0.0194,16662,35.7,0.398,1.3,-99,-99,-99,-99,-99,0,0,289,322,109,212,1,14,19,1,40,-99,80,0,10,50,75,62,0.065,-99,-99,-99,-99,-99,-99,-99,-99,0,12818,12818,0,0,110832,110828,629,0.0,36.3,32.3,74.2,-99,14.4,12.9,29.5,-99,203.2,101.6,80.8,40.4,111,18.8,9.1,16.8,16.0,419.6,223.8,251.5,-99,-99,1,2024-08-01
10,11,11,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,N0102401,2024,JP_NRNP06A,44.064,144.092,55,2024001,2024098,2024103,2024168,2024214,2024214,2024,89,8163,3333,3333,0,3883,0.02,16663,35.6,0.408,1.3,-99,-99,-99,-99,-99,0,0,302,325,107,218,1,14,29,1,40,-99,80,0,9,48,75,62,0.064,-99,-99,-99,-99,-99,-99,-99,-99,0,12820,12820,0,0,110850,110847,611,0.0,34.5,32.1,76.4,-99,14.1,13.1,31.2,-99,204.1,102.1,83.3,41.7,111,18.8,9.2,17.2,16.0,419.6,236.4,254.4,-99,-99,1,2024-08-01
