,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CRST,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,N0002401,2024,JP_NRNP06A,44.064,144.092,55,2024001,2024115,2024117,2024179,2024216,2024216,2024,89,7691,3096,3096,0,3737,0.02,15479,24.2,0.403,1.7,-99,-99,-99,-99,-99,0,0,383,337,117,221,13,12,87,1,40,-99,94,0,7,61,89,76,0.071,-99,-99,-99,-99,-99,-99,-99,-99,0,12808,12807,0,0,110692,110687,772,0.0,27.0,31.3,66.0,-99,10.9,12.6,26.6,-99,192.3,82.1,77.4,33.1,99,20.7,11.2,16.4,16.2,419.6,284.9,245.9,-99,-99,1,2024-08-03
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,N0012401,2024,JP_NRNP06A,44.064,144.092,55,2024001,2024115,2024117,2024179,2024219,2024219,2024,89,7436,3096,3096,0,3737,0.02,15479,24.2,0.416,1.7,-99,-99,-99,-99,-99,0,0,273,316,102,214,1,12,10,1,40,-99,67,0,19,46,62,49,0.072,-99,-99,-99,-99,-99,-99,-99,-99,0,12822,12822,0,0,110851,110845,613,0.0,42.7,33.1,73.0,-99,17.8,13.8,30.4,-99,185.9,111.2,77.4,46.3,102,20.3,10.8,18.2,16.2,419.6,174.3,224.9,-99,-99,1,2024-08-06
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,N0022401,2024,JP_NRNP06A,44.064,144.092,55,2024001,2024115,2024117,2024179,2024228,2024228,2024,89,9616,2911,2911,0,3552,0.0188,15482,24.2,0.303,1.7,-99,-99,-99,-99,-99,0,0,383,360,130,230,12,20,56,1,40,-99,92,1,6,58,87,73,0.074,-99,-99,-99,-99,-99,-99,-99,-99,0,12810,12810,0,0,110727,110722,737,0.0,33.8,35.7,73.7,-99,10.2,10.8,22.3,-99,240.4,105.1,72.8,31.8,111,18.8,9.5,16.8,16.1,419.6,284.2,269.1,-99,-99,1,2024-08-15
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,N0032401,2024,JP_NRNP06A,44.064,144.092,55,2024001,2024115,2024117,2024179,2024218,2024218,2024,89,7520,3096,3096,0,3736,0.02,15478,24.2,0.412,1.7,-99,-99,-99,-99,-99,0,0,273,314,104,210,1,12,13,1,40,-99,66,0,18,45,62,48,0.073,-99,-99,-99,-99,-99,-99,-99,-99,0,12824,12823,0,0,110871,110865,593,0.0,43.1,33.9,72.5,-99,17.8,13.9,29.8,-99,188.0,113.4,77.4,46.7,101,20.4,10.7,17.8,16.2,419.6,174.4,222.1,-99,-99,1,2024-08-05
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,N0042401,2024,JP_NRNP06A,44.064,144.092,55,2024001,2024115,2024117,2024179,2024222,2024222,2024,89,8938,3096,3096,0,3737,0.02,15480,24.2,0.346,1.7,-99,-99,-99,-99,-99,0,0,378,356,127,229,5,14,69,1,40,-99,95,0,7,61,91,77,0.07,-99,-99,-99,-99,-99,-99,-99,-99,0,12807,12807,0,0,110691,110686,773,0.0,32.0,33.8,70.5,-99,11.1,11.7,24.4,-99,223.5,93.8,77.4,32.5,105,19.7,10.5,17.1,16.1,419.6,279.3,264.6,-99,-99,1,2024-08-09
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,N0052401,2024,JP_NRNP06A,44.064,144.092,55,2024001,2024115,2024117,2024179,2024222,2024222,2024,89,9411,3091,3091,0,3732,0.02,15480,24.2,0.328,1.7,-99,-99,-99,-99,-99,0,0,348,357,128,229,1,12,44,1,40,-99,95,0,7,61,90,76,0.073,-99,-99,-99,-99,-99,-99,-99,-99,0,12808,12807,0,0,110690,110685,774,0.0,37.8,35.4,73.4,-99,12.4,11.6,24.1,-99,235.3,99.5,77.3,32.7,105,19.7,10.4,17.2,16.1,419.6,249.1,265.8,-99,-99,1,2024-08-09
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,N0062401,2024,JP_NRNP06A,44.064,144.092,55,2024001,2024115,2024117,2024179,2024219,2024219,2024,89,8358,3057,3057,0,3698,0.0197,15480,24.2,0.366,1.7,-99,-99,-99,-99,-99,0,0,335,349,125,224,2,12,39,1,40,-99,89,0,9,57,84,71,0.071,-99,-99,-99,-99,-99,-99,-99,-99,0,12811,12811,0,0,110732,110727,732,0.0,35.3,32.5,67.0,-99,12.9,11.9,24.5,-99,209.0,94.4,76.4,34.5,102,20.1,10.6,17.6,16.2,419.6,236.6,257.1,-99,-99,1,2024-08-06
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,N0072401,2024,JP_NRNP06A,44.064,144.092,55,2024001,2024115,2024117,2024179,2024218,2024218,2024,89,9186,3088,3088,0,3729,0.02,15479,24.2,0.336,1.7,-99,-99,-99,-99,-99,0,0,350,358,129,228,2,12,45,1,40,-99,94,0,7,60,89,76,0.07,-99,-99,-99,-99,-99,-99,-99,-99,0,12808,12808,0,0,110699,110694,765,0.0,36.5,34.5,71.0,-99,12.3,11.6,23.9,-99,229.6,97.6,77.2,32.8,101,20.3,10.7,17.8,16.2,419.6,251.9,266.3,-99,-99,1,2024-08-05
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,N0082401,2024,JP_NRNP06A,44.064,144.092,55,2024001,2024115,2024117,2024179,2024223,2024223,2024,89,9620,3096,3096,0,3737,0.02,15481,24.2,0.322,1.7,-99,-99,-99,-99,-99,0,0,533,377,136,241,38,117,68,1,40,-99,92,5,5,61,87,74,0.069,-99,-99,-99,-99,-99,-99,-99,-99,0,12807,12807,0,0,110692,110686,773,0.0,22.1,33.7,70.7,-99,7.1,10.8,22.8,-99,240.5,104.4,77.4,33.6,106,19.7,9.9,18.1,16.1,419.6,435.0,285.5,-99,-99,1,2024-08-10
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,N0092401,2024,JP_NRNP06A,44.064,144.092,55,2024001,2024115,2024117,2024179,2024222,2024222,2024,89,8032,3023,3023,0,3664,0.0195,15480,24.2,0.376,1.7,-99,-99,-99,-99,-99,0,0,327,341,117,225,2,12,38,1,40,-99,84,0,11,54,80,66,0.072,-99,-99,-99,-99,-99,-99,-99,-99,0,12814,12814,0,0,110761,110755,703,0.0,35.2,32.1,68.9,-99,13.2,12.1,26.0,-99,200.8,95.1,75.6,35.8,105,19.8,10.3,16.8,16.1,419.6,228.2,250.1,-99,-99,1,2024-08-09
