,RUNNO,TRNO,R#,O#,P#,CR,MODEL...,EXNAME..,TNAM.....................,FNAM....,WSTA....,WYEAR,SOIL_ID...,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CRST,MDAT_datetime
0,1,1,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0002401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024122,2024128,2024183,2024225,2024225,2024,89,6538,2815,2815,0,3444,0.0101,27874,50.1,0.431,1.3,-99,-99,-99,-99,-99,0,0,365,364,98,266,1,46,20,1,40,-99,82,0,17,59,78,68,0.076,-99,-99,-99,-99,-99,-99,-99,-99,0,12809,12809,0,0,110700,110694,764,0.0,32.0,27.2,66.7,-99,13.8,11.7,28.7,-99,163.5,79.8,70.4,34.3,97,21.3,11.7,17.8,16.2,419.6,204.4,240.5,-99,-99,1,2024-08-12
1,2,2,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0012401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024122,2024128,2024183,2024227,2024227,2024,89,6547,2815,2815,0,3444,0.0101,27873,50.1,0.43,1.3,-99,-99,-99,-99,-99,0,0,436,362,95,267,24,46,71,1,40,-99,79,0,20,57,75,65,0.076,-99,-99,-99,-99,-99,-99,-99,-99,0,12811,12811,0,0,110726,110720,738,0.0,23.7,27.5,69.0,-99,10.2,11.8,29.6,-99,163.7,83.1,70.4,35.7,99,20.9,11.4,17.5,16.2,419.6,276.2,238.3,-99,-99,1,2024-08-14
2,3,3,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0022401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024122,2024128,2024183,2024225,2024225,2024,89,6690,2815,2815,0,3444,0.0101,27874,50.1,0.421,1.3,-99,-99,-99,-99,-99,0,0,376,366,100,266,1,46,29,1,40,-99,86,0,14,60,83,73,0.076,-99,-99,-99,-99,-99,-99,-99,-99,0,12808,12808,0,0,110690,110684,774,0.0,31.0,27.6,66.8,-99,13.0,11.6,28.1,-99,167.3,77.4,70.4,32.6,97,21.3,11.7,18.1,16.2,419.6,216.0,242.7,-99,-99,1,2024-08-12
3,4,4,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0032401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024122,2024128,2024183,2024228,2024228,2024,89,6584,2797,2797,0,3425,0.01,27872,50.1,0.425,1.3,-99,-99,-99,-99,-99,0,0,391,364,97,267,3,46,44,1,40,-99,77,0,20,56,74,63,0.077,-99,-99,-99,-99,-99,-99,-99,-99,0,12812,12812,0,0,110734,110728,730,0.0,28.5,27.4,68.0,-99,12.1,11.7,28.9,-99,164.6,85.1,69.9,36.2,100,20.7,11.1,18.0,16.2,419.6,230.9,239.9,-99,-99,1,2024-08-15
4,5,5,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0042401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024122,2024128,2024183,2024224,2024224,2024,89,6697,2815,2815,0,3444,0.0101,27872,50.1,0.42,1.3,-99,-99,-99,-99,-99,0,0,402,368,98,270,2,46,52,1,40,-99,93,0,11,63,90,79,0.074,-99,-99,-99,-99,-99,-99,-99,-99,0,12805,12805,0,0,110659,110654,805,0.0,27.7,27.4,68.4,-99,11.7,11.5,28.8,-99,167.4,71.7,70.4,30.2,96,21.7,12.1,17.5,16.2,419.6,241.5,244.3,-99,-99,1,2024-08-11
5,6,6,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0052401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024122,2024128,2024183,2024226,2024226,2024,89,6867,2805,2805,0,3434,0.0101,27873,50.1,0.408,1.3,-99,-99,-99,-99,-99,0,0,403,370,100,270,6,46,47,1,40,-99,91,0,10,61,87,77,0.076,-99,-99,-99,-99,-99,-99,-99,-99,0,12807,12807,0,0,110681,110675,783,0.0,28.3,27.9,69.0,-99,11.6,11.4,28.2,-99,171.7,75.5,70.1,30.8,98,21.1,11.4,17.7,16.2,419.6,242.3,246.0,-99,-99,1,2024-08-13
6,7,7,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0062401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024122,2024128,2024183,2024225,2024225,2024,89,6565,2815,2815,0,3444,0.0101,27874,50.1,0.429,1.3,-99,-99,-99,-99,-99,0,0,367,368,97,271,1,46,18,1,40,-99,81,0,18,59,77,67,0.076,-99,-99,-99,-99,-99,-99,-99,-99,0,12809,12809,0,0,110704,110698,760,0.0,31.8,26.9,67.8,-99,13.6,11.5,29.1,-99,164.1,81.2,70.4,34.8,97,21.3,11.7,18.2,16.2,419.6,206.4,244.1,-99,-99,1,2024-08-12
7,8,8,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0072401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024122,2024128,2024183,2024228,2024228,2024,89,6574,2744,2744,0,3373,0.0098,27872,50.1,0.417,1.3,-99,-99,-99,-99,-99,0,0,363,360,95,265,1,46,21,1,40,-99,81,0,16,57,77,67,0.077,-99,-99,-99,-99,-99,-99,-99,-99,0,12811,12811,0,0,110723,110717,741,0.0,32.5,27.8,69.2,-99,13.6,11.6,28.9,-99,164.3,81.1,68.6,33.8,100,20.7,11.2,17.5,16.2,419.6,202.3,236.1,-99,-99,1,2024-08-15
8,9,9,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0082401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024122,2024128,2024183,2024225,2024225,2024,89,6506,2815,2815,0,3444,0.0101,27874,50.1,0.433,1.3,-99,-99,-99,-99,-99,0,0,335,346,91,255,1,46,9,1,40,-99,69,0,23,52,65,55,0.077,-99,-99,-99,-99,-99,-99,-99,-99,0,12816,12815,0,0,110779,110773,685,0.0,37.2,29.3,71.5,-99,16.1,12.7,30.9,-99,162.7,94.2,70.4,40.8,97,21.4,11.8,18.3,16.2,419.6,174.9,221.9,-99,-99,1,2024-08-12
9,10,10,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0092401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024122,2024128,2024183,2024224,2024224,2024,89,6587,2815,2815,0,3444,0.0101,27873,50.1,0.427,1.3,-99,-99,-99,-99,-99,0,0,384,370,97,273,1,46,33,1,40,-99,88,0,15,62,84,74,0.075,-99,-99,-99,-99,-99,-99,-99,-99,0,12807,12806,0,0,110675,110669,789,0.0,29.4,26.7,67.7,-99,12.6,11.4,28.9,-99,164.7,74.8,70.4,32.0,96,21.5,11.9,17.8,16.2,419.6,224.0,246.5,-99,-99,1,2024-08-11
10,11,11,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0102401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024122,2024128,2024183,2024226,2024226,2024,89,6562,2815,2815,0,3444,0.0101,27874,50.1,0.429,1.3,-99,-99,-99,-99,-99,0,0,343,352,93,259,1,46,11,1,40,-99,72,0,22,55,68,58,0.077,-99,-99,-99,-99,-99,-99,-99,-99,0,12813,12813,0,0,110753,110747,711,0.0,35.8,28.8,70.4,-99,15.4,12.3,30.2,-99,164.1,91.4,70.4,39.2,98,21.4,11.6,18.2,16.2,419.6,183.1,228.2,-99,-99,1,2024-08-13
11,12,12,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0112401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024122,2024128,2024183,2024222,2024222,2024,89,6510,2815,2815,0,3443,0.0101,27870,50.1,0.432,1.3,-99,-99,-99,-99,-99,0,0,349,351,92,259,1,46,17,1,40,-99,72,0,23,54,68,58,0.076,-99,-99,-99,-99,-99,-99,-99,-99,0,12814,12814,0,0,110756,110750,707,0.0,34.6,28.7,70.9,-99,14.9,12.4,30.6,-99,162.8,91.0,70.4,39.3,94,21.8,12.1,18.1,16.2,419.6,188.3,227.0,-99,-99,1,2024-08-09
12,13,13,1,0,1,BA,CSCER048,ABSR2401,Sim1,-99,E0122401,2024,JP_NRNP06A,43.928,144.284,66,2024001,2024122,2024128,2024183,2024227,2024227,2024,89,6559,2815,2815,0,3444,0.0101,27873,50.1,0.429,1.3,-99,-99,-99,-99,-99,0,0,392,368,97,271,3,46,41,1,40,-99,90,0,13,62,86,76,0.076,-99,-99,-99,-99,-99,-99,-99,-99,0,12806,12806,0,0,110670,110664,794,0.0,28.3,26.8,67.6,-99,12.2,11.5,29.0,-99,164.0,73.0,70.4,31.3,99,21.1,11.6,17.3,16.2,419.6,231.7,244.8,-99,-99,1,2024-08-14
